sku,price,errors
52093-GY,4.630,"Product Type is invalid or not supported"
52093-LGN,4.630,"Product Type is invalid or not supported"
52093-LMG,4.630,"Product Type is invalid or not supported"
52093-OE,4.630,"Product Type is invalid or not supported"
52093-PE,4.630,"Product Type is invalid or not supported"
52093-RD,4.630,"Product Type is invalid or not supported"
52093-YW,4.630,"Product Type is invalid or not supported"
52094-WE,0.330,"Product Type is invalid or not supported"
52095,13.950,"Product Type is invalid or not supported"
52096-WE,0.590,"Product Type is invalid or not supported"
52097,26.850,"Product Type is invalid or not supported"
52098-GY,12.990,"Product Type is invalid or not supported"
52099-BE,1.990,"Product Type is invalid or not supported"
52099-BK,1.990,"Product Type is invalid or not supported"
52099-RD,1.990,"Product Type is invalid or not supported"
52099-SR,1.990,"Product Type is invalid or not supported"
52100,7.990,"Product Type is invalid or not supported"
52101,7.990,"Product Type is invalid or not supported"
52102-BK,1.090,"Product Type is invalid or not supported"
52102-LGN,1.090,"Product Type is invalid or not supported"
52103-BKBK,0.490,"Product Type is invalid or not supported"
52103-SRBE,0.490,"Product Type is invalid or not supported"
52103-SRBK,0.490,"Product Type is invalid or not supported"
52103-SRRD,0.490,"Product Type is invalid or not supported"
52103-SRYW,0.490,"Product Type is invalid or not supported"
52104,14.990,"Product Type is invalid or not supported"
52105-BK,8.990,"Product Type is invalid or not supported"
52105-BN,8.990,"Product Type is invalid or not supported"
52105-LGN,8.990,"Product Type is invalid or not supported"
52106,12.800,"Product Type is invalid or not supported"
52107,2.990,"Product Type is invalid or not supported"
52108-WE,3.790,"Product Type is invalid or not supported"
52110-SRBK,2.850,"Product Type is invalid or not supported"
52111-BE,18.990,"Product Type is invalid or not supported"
52111-BK,18.990,"Product Type is invalid or not supported"
52111-RD,18.990,"Product Type is invalid or not supported"
52112-BK,13.490,"Product Type is invalid or not supported"
52113,10.990,"Product Type is invalid or not supported"
52114,9.700,"Product Type is invalid or not supported"
52115,19.990,"Product Type is invalid or not supported"
52116-BK,16.990,"Product Type is invalid or not supported"
52117,1.390,"Product Type is invalid or not supported"
52118,16.990,"Product Type is invalid or not supported"
52119-WE,23.490,"Product Type is invalid or not supported"
52120-BK,17.490,"Product Type is invalid or not supported"
52122,5.490,"Product Type is invalid or not supported"
52123-BE,2.490,"Product Type is invalid or not supported"
52123-BK,2.490,"Product Type is invalid or not supported"
52123-LGN,2.490,"Product Type is invalid or not supported"
52123-RD,2.490,"Product Type is invalid or not supported"
52123-WE,2.490,"Product Type is invalid or not supported"
52124-LGN,1.190,"Product Type is invalid or not supported"
52124-MG,1.190,"Product Type is invalid or not supported"
52125,12.990,"Product Type is invalid or not supported"
52126,14.990,"Product Type is invalid or not supported"
52127,1.190,"Product Type is invalid or not supported"
52128,24.990,"Product Type is invalid or not supported"
52129-BE,8.490,"Product Type is invalid or not supported"
52129-GY,8.490,"Product Type is invalid or not supported"
52129-LGN,8.490,"Product Type is invalid or not supported"
52129-MG,8.490,"Product Type is invalid or not supported"
52130-LGN,4.490,"Product Type is invalid or not supported"
52131-LGN,5.990,"Product Type is invalid or not supported"
52132-LGN,7.490,"Product Type is invalid or not supported"
52133-LGN,9.990,"Product Type is invalid or not supported"
52134,1.990,"Product Type is invalid or not supported"
52135,2.490,"Product Type is invalid or not supported"
52136,26.990,"Product Type is invalid or not supported"
52137,9.990,"Product Type is invalid or not supported"
52138,3.290,"Product Type is invalid or not supported"
52139,3.790,"Product Type is invalid or not supported"
52140,7.990,"Product Type is invalid or not supported"
52141,11.500,"Product Type is invalid or not supported"
52142,5.700,"Product Type is invalid or not supported"
52143,6.850,"Product Type is invalid or not supported"
52144,13.990,"Product Type is invalid or not supported"
52145,7.990,"Product Type is invalid or not supported"
52146,8.790,"Product Type is invalid or not supported"
52147,8.500,"Product Type is invalid or not supported"
52148,19.990,"Product Type is invalid or not supported"
52149-BKC,3.990,"Product Type is invalid or not supported"
52150-BKWE,3.990,"Product Type is invalid or not supported"
52151,34.990,"Product Type is invalid or not supported"
52152,11.990,"Product Type is invalid or not supported"
52153,1.690,"Product Type is invalid or not supported"
52154,1.690,"Product Type is invalid or not supported"
52155,1.690,"Product Type is invalid or not supported"
52156,1.690,"Product Type is invalid or not supported"
54003,12.150,"Product Type is invalid or not supported"
54013,9.990,"Product Type is invalid or not supported"
54015,4.490,"Product Type is invalid or not supported"
60033,5.990,"Product Type is invalid or not supported"
60035,5.990,"Product Type is invalid or not supported"
60038-BE,6.990,"Product Type is invalid or not supported"
60038-BK,6.600,"Product Type is invalid or not supported"
60038-RD,6.990,"Product Type is invalid or not supported"
60038-WE,6.600,"Product Type is invalid or not supported"
6010158,0.580,"Product Type is invalid or not supported"
60123,2.990,"Product Type is invalid or not supported"
60130-BK,3.290,"Product Type is invalid or not supported"
60130-WE,3.290,"Product Type is invalid or not supported"
60134,5.190,"Product Type is invalid or not supported"
60136,2.990,"Product Type is invalid or not supported"
60139-SR,5.690,"Product Type is invalid or not supported"
60141,6.990,"Product Type is invalid or not supported"
60143,3.490,"Product Type is invalid or not supported"
60144,12.080,"Product Type is invalid or not supported"
60145,1.960,"Product Type is invalid or not supported"
60147,3.990,"Product Type is invalid or not supported"
60148,4.390,"Product Type is invalid or not supported"
60150-BK,6.560,"Product Type is invalid or not supported"
60151,3.990,"Product Type is invalid or not supported"
60153-BE,3.990,"Product Type is invalid or not supported"
60153-BK,3.990,"Product Type is invalid or not supported"
60153-RD,3.990,"Product Type is invalid or not supported"
60153-WE,3.990,"Product Type is invalid or not supported"
60154-BKGD,7.690,"Product Type is invalid or not supported"
60154-BKSR,7.690,"Product Type is invalid or not supported"
60154-WESR,7.690,"Product Type is invalid or not supported"
60156-WE,2.650,"Product Type is invalid or not supported"
60157-BK,3.990,"Product Type is invalid or not supported"
60666-BE,11.990,"Product Type is invalid or not supported"
60666-BK,11.990,"Product Type is invalid or not supported"
60666-OE,11.990,"Product Type is invalid or not supported"
60666-RD,11.990,"Product Type is invalid or not supported"
60666-WE,11.990,"Product Type is invalid or not supported"
"65002-BK 2200mAh",5.990,"Product Type is invalid or not supported"
"65002-BK 3000mAh",7.990,"Product Type is invalid or not supported"
"65002-DBE 2200mAh",5.990,"Product Type is invalid or not supported"
"65002-DBE 3000mAh",7.990,"Product Type is invalid or not supported"
"65002-GN 2200mAh",5.990,"Product Type is invalid or not supported"
"65002-GN 3000mAh",7.990,"Product Type is invalid or not supported"
"65002-MG 2200mAh",5.990,"Product Type is invalid or not supported"
"65002-MG 3000mAh",7.990,"Product Type is invalid or not supported"
"65002-PE 2200mAh",5.990,"Product Type is invalid or not supported"
"65002-PE 3000mAh",7.990,"Product Type is invalid or not supported"
"65002-RD 2200mAh",5.990,"Product Type is invalid or not supported"
"65002-RD 3000mAh",7.990,"Product Type is invalid or not supported"
"65002-SR 2200mAh",5.990,"Product Type is invalid or not supported"
"65002-SR 3000mAh",7.990,"Product Type is invalid or not supported"
"65004-BK 2200mAh",5.850,"Product Type is invalid or not supported"
"65004-BK 3000mAh",7.850,"Product Type is invalid or not supported"
"65004-DBE 2200mAh",5.850,"Product Type is invalid or not supported"
"65004-DBE 3000mAh",7.850,"Product Type is invalid or not supported"
"65004-RD 2200mAh",5.850,"Product Type is invalid or not supported"
"65004-RD 3000mAh",7.850,"Product Type is invalid or not supported"
"65004-SR 2200mAh",5.850,"Product Type is invalid or not supported"
"65004-SR 3000mAh",7.850,"Product Type is invalid or not supported"
70005,14.990,"Product Type is invalid or not supported"
70017,16.390,"Product Type is invalid or not supported"
70018,16.390,"Product Type is invalid or not supported"
70019,13.990,"Product Type is invalid or not supported"
70024,11.790,"Product Type is invalid or not supported"
70050,45.790,"Product Type is invalid or not supported"
70065,98.150,"Product Type is invalid or not supported"
70069,57.750,"Product Type is invalid or not supported"
70073,14.990,"Product Type is invalid or not supported"
70076,17.290,"Product Type is invalid or not supported"
70083,28.880,"Product Type is invalid or not supported"
70088BK,18.890,"Product Type is invalid or not supported"
70089,15.650,"Product Type is invalid or not supported"
70091BK,72.980,"Product Type is invalid or not supported"
70091RG,72.980,"Product Type is invalid or not supported"
70091WE,72.980,"Product Type is invalid or not supported"
7010201,0.390,"Product Type is invalid or not supported"
70112,99.990,"Product Type is invalid or not supported"
70114,120.000,"Product Type is invalid or not supported"
70122,10.990,"Product Type is invalid or not supported"
70124,10.490,"Product Type is invalid or not supported"
70129,79.990,"Product Type is invalid or not supported"
70129-CH,81.990,"Product Type is invalid or not supported"
70130,18.480,"Product Type is invalid or not supported"
70131,56.990,"Product Type is invalid or not supported"
70135-BK,69.290,"Product Type is invalid or not supported"
70135-WE,69.290,"Product Type is invalid or not supported"
70136,45.990,"Product Type is invalid or not supported"
70137-BK,40.420,"Product Type is invalid or not supported"
70137-WE,40.420,"Product Type is invalid or not supported"
70139,25.990,"Product Type is invalid or not supported"
70140,16.760,"Product Type is invalid or not supported"
70141,58.580,"Product Type is invalid or not supported"
70142,61.200,"Product Type is invalid or not supported"
70143-BK,17.850,"Product Type is invalid or not supported"
70143-WE,17.850,"Product Type is invalid or not supported"
70144-BK,13.630,"Product Type is invalid or not supported"
70145-BK,20.590,"Product Type is invalid or not supported"
70146,10.190,"Product Type is invalid or not supported"
70147,11.180,"Product Type is invalid or not supported"
70148,11.180,"Product Type is invalid or not supported"
70149,11.180,"Product Type is invalid or not supported"
70150,17.500,"Product Type is invalid or not supported"
70151,17.790,"Product Type is invalid or not supported"
70152,19.620,"Product Type is invalid or not supported"
70153,17.830,"Product Type is invalid or not supported"
70154,19.620,"Product Type is invalid or not supported"
70155,19.620,"Product Type is invalid or not supported"
70156,62.990,"Product Type is invalid or not supported"
70158,27.700,"Product Type is invalid or not supported"
70159,29.390,"Product Type is invalid or not supported"
70160,58.500,"Product Type is invalid or not supported"
70161,17.420,"Product Type is invalid or not supported"
70162,27.290,"Product Type is invalid or not supported"
70163,23.090,"Product Type is invalid or not supported"
70164,25.190,"Product Type is invalid or not supported"
70165,13.850,"Product Type is invalid or not supported"
70166,60.890,"Product Type is invalid or not supported"
70166-MG,60.890,"Product Type is invalid or not supported"
70167,17.420,"Product Type is invalid or not supported"
70170,20.780,"Product Type is invalid or not supported"
70171,44.930,"Product Type is invalid or not supported"
70172,104.990,"Product Type is invalid or not supported"
70172-CH,125.990,"Product Type is invalid or not supported"
70174,29.990,"Product Type is invalid or not supported"
70175,26.230,"Product Type is invalid or not supported"
70176,26.230,"Product Type is invalid or not supported"
70177-BK,28.290,"Product Type is invalid or not supported"
70177-BN,28.290,"Product Type is invalid or not supported"
70177-WE,28.290,"Product Type is invalid or not supported"
70178-BK,28.860,"Product Type is invalid or not supported"
70178-BN,28.860,"Product Type is invalid or not supported"
70178-WE,28.860,"Product Type is invalid or not supported"
70179,34.630,"Product Type is invalid or not supported"
70180,31.490,"Product Type is invalid or not supported"
70181-BK,104.950,"Product Type is invalid or not supported"
70181-OE,104.950,"Product Type is invalid or not supported"
70182-BK,97.000,"Product Type is invalid or not supported"
70182-WE,97.000,"Product Type is invalid or not supported"
70183,78.530,"Product Type is invalid or not supported"
70184-BE,27.990,"Product Type is invalid or not supported"
70184-BK,27.990,"Product Type is invalid or not supported"
70184-RD,27.990,"Product Type is invalid or not supported"
70185-BE,12.590,"Product Type is invalid or not supported"
70185-BK,12.590,"Product Type is invalid or not supported"
70185-BN,12.590,"Product Type is invalid or not supported"
70185-GN,12.590,"Product Type is invalid or not supported"
70185-GNP,12.590,"Product Type is invalid or not supported"
70185-GY,12.590,"Product Type is invalid or not supported"
70185-LBE,12.590,"Product Type is invalid or not supported"
70185-LGN,12.590,"Product Type is invalid or not supported"
70185-MG,12.590,"Product Type is invalid or not supported"
70185-MGP,12.590,"Product Type is invalid or not supported"
70185-OE,12.590,"Product Type is invalid or not supported"
70185-PE,12.590,"Product Type is invalid or not supported"
70185-PEP,12.590,"Product Type is invalid or not supported"
70185-RD,12.590,"Product Type is invalid or not supported"
70185-WE,12.590,"Product Type is invalid or not supported"
70185-YW,12.590,"Product Type is invalid or not supported"
70186-BE,13.590,"Product Type is invalid or not supported"
70186-BK,13.590,"Product Type is invalid or not supported"
70186-GN,13.590,"Product Type is invalid or not supported"
70186-LBE,13.590,"Product Type is invalid or not supported"
70186-LGN,13.590,"Product Type is invalid or not supported"
70186-MG,13.590,"Product Type is invalid or not supported"
70186-OE,13.590,"Product Type is invalid or not supported"
70186-PE,13.590,"Product Type is invalid or not supported"
70186-RD,13.590,"Product Type is invalid or not supported"
70186-WE,13.590,"Product Type is invalid or not supported"
70186-YW,13.590,"Product Type is invalid or not supported"
70187-BK,49.950,"Product Type is invalid or not supported"
70187-WE,49.950,"Product Type is invalid or not supported"
70188-BK,26.490,"Product Type is invalid or not supported"
70188-WE,26.490,"Product Type is invalid or not supported"
70191,125.000,"Product Type is invalid or not supported"
70192,125.000,"Product Type is invalid or not supported"
70193-BK,41.950,"Product Type is invalid or not supported"
70193-WE,41.950,"Product Type is invalid or not supported"
70194-BK,13.590,"Product Type is invalid or not supported"
70194-WE,13.590,"Product Type is invalid or not supported"
70195-BK,51.950,"Product Type is invalid or not supported"
70195-SR,51.950,"Product Type is invalid or not supported"
70196-BE,37.590,"Product Type is invalid or not supported"
70196-SR,37.590,"Product Type is invalid or not supported"
70197-BE,37.590,"Product Type is invalid or not supported"
70197-SR,37.590,"Product Type is invalid or not supported"
70200-BE,17.790,"Product Type is invalid or not supported"
70200-BK,17.790,"Product Type is invalid or not supported"
70200-GN,17.790,"Product Type is invalid or not supported"
70200-LBE,17.790,"Product Type is invalid or not supported"
70200-LGN,17.790,"Product Type is invalid or not supported"
70200-MG,17.790,"Product Type is invalid or not supported"
70200-OE,17.790,"Product Type is invalid or not supported"
70200-PE,17.790,"Product Type is invalid or not supported"
70200-RD,17.790,"Product Type is invalid or not supported"
70200-WE,17.790,"Product Type is invalid or not supported"
70200-YW,17.790,"Product Type is invalid or not supported"
70201-BE,18.850,"Product Type is invalid or not supported"
70201-BK,18.850,"Product Type is invalid or not supported"
70201-GN,18.850,"Product Type is invalid or not supported"
70201-LBE,18.850,"Product Type is invalid or not supported"
70201-LGN,18.850,"Product Type is invalid or not supported"
70201-MG,18.850,"Product Type is invalid or not supported"
70201-OE,18.850,"Product Type is invalid or not supported"
70201-PE,18.850,"Product Type is invalid or not supported"
70201-RD,18.850,"Product Type is invalid or not supported"
70201-WE,18.850,"Product Type is invalid or not supported"
70201-YW,18.850,"Product Type is invalid or not supported"
70202-NGN,12.590,"Product Type is invalid or not supported"
70202-NOE,12.590,"Product Type is invalid or not supported"
70203-NGN,13.590,"Product Type is invalid or not supported"
70203-NOE,13.590,"Product Type is invalid or not supported"
70204,13.690,"Product Type is invalid or not supported"
70205,15.690,"Product Type is invalid or not supported"
70206-BE,16.890,"Product Type is invalid or not supported"
70206-BK,16.890,"Product Type is invalid or not supported"
70206-LBE,16.890,"Product Type is invalid or not supported"
70206-LGN,16.890,"Product Type is invalid or not supported"
70206-MG,16.890,"Product Type is invalid or not supported"
70206-OE,16.890,"Product Type is invalid or not supported"
70206-RD,16.890,"Product Type is invalid or not supported"
70206-WE,16.890,"Product Type is invalid or not supported"
70207-BE,18.890,"Product Type is invalid or not supported"
70207-BK,18.890,"Product Type is invalid or not supported"
70207-LBE,18.890,"Product Type is invalid or not supported"
70207-LGN,18.890,"Product Type is invalid or not supported"
70207-MG,18.890,"Product Type is invalid or not supported"
70207-OE,18.890,"Product Type is invalid or not supported"
70207-RD,18.890,"Product Type is invalid or not supported"
70207-WE,18.890,"Product Type is invalid or not supported"
70208,24.950,"Product Type is invalid or not supported"
70209,34.590,"Product Type is invalid or not supported"
70210-BEBE,11.950,"Product Type is invalid or not supported"
70210-BELGN,11.950,"Product Type is invalid or not supported"
70210-BEOE,11.950,"Product Type is invalid or not supported"
70210-BEYW,11.950,"Product Type is invalid or not supported"
70210-BKBK,11.950,"Product Type is invalid or not supported"
70210-BKLBE,11.950,"Product Type is invalid or not supported"
70210-BKOE,11.950,"Product Type is invalid or not supported"
70210-BKYW,11.950,"Product Type is invalid or not supported"
70210-RDBK,11.950,"Product Type is invalid or not supported"
70210-RDRD,11.950,"Product Type is invalid or not supported"
70210-WELGN,11.950,"Product Type is invalid or not supported"
70210-WEMG,11.950,"Product Type is invalid or not supported"
70210-WEOE,11.950,"Product Type is invalid or not supported"
70210-WEWE,11.950,"Product Type is invalid or not supported"
70211-BE,8.950,"Product Type is invalid or not supported"
70211-BK,8.950,"Product Type is invalid or not supported"
70211-LBE,8.950,"Product Type is invalid or not supported"
70211-LGN,8.950,"Product Type is invalid or not supported"
70211-MG,8.950,"Product Type is invalid or not supported"
70211-OE,8.950,"Product Type is invalid or not supported"
70211-RD,8.950,"Product Type is invalid or not supported"
70211-WE,8.950,"Product Type is invalid or not supported"
70212-WESR,9.590,"Product Type is invalid or not supported"
70213-BK,15.690,"Product Type is invalid or not supported"
70213-WE,15.690,"Product Type is invalid or not supported"
70215-BE,19.950,"Product Type is invalid or not supported"
70215-BE/WE/RD,19.950,"Product Type is invalid or not supported"
70215-BK,19.950,"Product Type is invalid or not supported"
70215-BK/GY/RD,19.950,"Product Type is invalid or not supported"
70215-LBE,19.950,"Product Type is invalid or not supported"
70215-LGN,19.950,"Product Type is invalid or not supported"
70215-MG,19.950,"Product Type is invalid or not supported"
70215-OE,19.950,"Product Type is invalid or not supported"
70215-RD,19.950,"Product Type is invalid or not supported"
70215-SR/BE/OE,19.950,"Product Type is invalid or not supported"
70215-SR/BN/RD,19.950,"Product Type is invalid or not supported"
70215-WE,19.950,"Product Type is invalid or not supported"
70215-YW,19.950,"Product Type is invalid or not supported"
70216,58.950,"Product Type is invalid or not supported"
70217,49.950,"Product Type is invalid or not supported"
70218,64.950,"Product Type is invalid or not supported"
70219,39.950,"Product Type is invalid or not supported"
70220,33.950,"Product Type is invalid or not supported"
70221,33.950,"Product Type is invalid or not supported"
70222,33.950,"Product Type is invalid or not supported"
70223,23.950,"Product Type is invalid or not supported"
70224,23.950,"Product Type is invalid or not supported"
70225,23.950,"Product Type is invalid or not supported"
70227,23.700,"Product Type is invalid or not supported"
70228-BK,8.500,"Product Type is invalid or not supported"
70228-MG,8.500,"Product Type is invalid or not supported"
70229,24.990,"Product Type is invalid or not supported"
70230,34.990,"Product Type is invalid or not supported"
70231-BE,44.990,"Product Type is invalid or not supported"
70231-BK,44.990,"Product Type is invalid or not supported"
70231-BN,44.990,"Product Type is invalid or not supported"
70231-LBE,44.990,"Product Type is invalid or not supported"
70231-LGN,44.990,"Product Type is invalid or not supported"
70231-OE,44.990,"Product Type is invalid or not supported"
"70380-BK 01",21.500,"Product Type is invalid or not supported"
"70380-SR 34",24.490,"Product Type is invalid or not supported"
"70380-WE 35",21.500,"Product Type is invalid or not supported"
"70420-BK 01",22.500,"Product Type is invalid or not supported"
"70420-SR 34",25.900,"Product Type is invalid or not supported"
"70420-WE 35",22.500,"Product Type is invalid or not supported"
70555-BE,9.350,"Product Type is invalid or not supported"
70555-BK,9.350,"Product Type is invalid or not supported"
70555-BN,9.350,"Product Type is invalid or not supported"
70555-GN,9.350,"Product Type is invalid or not supported"
70555-GY,9.350,"Product Type is invalid or not supported"
70555-LBE,9.350,"Product Type is invalid or not supported"
70555-LGN,9.350,"Product Type is invalid or not supported"
70555-MG,9.350,"Product Type is invalid or not supported"
70555-OE,9.350,"Product Type is invalid or not supported"
70555-PE,9.350,"Product Type is invalid or not supported"
70555-RD,9.350,"Product Type is invalid or not supported"
70555-WE,9.350,"Product Type is invalid or not supported"
70555-YW,9.350,"Product Type is invalid or not supported"
70777-SR,15.690,"Product Type is invalid or not supported"
70888-BE,13.590,"Product Type is invalid or not supported"
70888-BK,13.590,"Product Type is invalid or not supported"
70888-BN,13.590,"Product Type is invalid or not supported"
70888-GN,13.590,"Product Type is invalid or not supported"
70888-GY,13.590,"Product Type is invalid or not supported"
70888-LBE,13.590,"Product Type is invalid or not supported"
70888-LGN,13.590,"Product Type is invalid or not supported"
70888-MG,13.590,"Product Type is invalid or not supported"
70888-OE,13.590,"Product Type is invalid or not supported"
70888-PE,13.590,"Product Type is invalid or not supported"
70888-RD,13.590,"Product Type is invalid or not supported"
70888-WE,13.590,"Product Type is invalid or not supported"
70888-YW,13.590,"Product Type is invalid or not supported"
70999-BK,25.950,"Product Type is invalid or not supported"
70999-WE,25.950,"Product Type is invalid or not supported"
9010200,0.390,"Product Type is invalid or not supported"
FP50-700-712-904-906,3.660,"Product Type is invalid or not supported"
FP50-713-905-906,3.250,"Product Type is invalid or not supported"
WP02,1.030,"Product Type is invalid or not supported"
WP03,1.490,"Product Type is invalid or not supported"
WP04,2.300,"Product Type is invalid or not supported"
WP05,1.150,"Product Type is invalid or not supported"
WP07,5.200,"Product Type is invalid or not supported"
WP08,7.330,"Product Type is invalid or not supported"
WP09,23.090,"Product Type is invalid or not supported"
