sku,base_image,errors
10251,10251_*.jpg,"Wrong URL/path used for attribute image"
10252,10252_*.jpg,"Wrong URL/path used for attribute image"
10258,10258_*.jpg,"Wrong URL/path used for attribute image"
10259,10259_*.jpg,"Wrong URL/path used for attribute image"
10260,10260_*.jpg,"Wrong URL/path used for attribute image"
10261,10261_*.jpg,"Wrong URL/path used for attribute image"
10262-MG,10262-MG_*.jpg,"Wrong URL/path used for attribute image"
10264-WE,10264-WE_*.jpg,"Wrong URL/path used for attribute image"
10266,10266_*.jpg,"Wrong URL/path used for attribute image"
10268,10268_*.jpg,"Wrong URL/path used for attribute image"
10269-BK,10269-BK_*.jpg,"Wrong URL/path used for attribute image"
10274,10274_*.jpg,"Wrong URL/path used for attribute image"
10275,10275_*.jpg,"Wrong URL/path used for attribute image"
10280,10280_*.jpg,"Wrong URL/path used for attribute image"
10281,10281_*.jpg,"Wrong URL/path used for attribute image"
10282,10282_*.jpg,"Wrong URL/path used for attribute image"
10283,10283_*.jpg,"Wrong URL/path used for attribute image"
10284,10284_*.jpg,"Wrong URL/path used for attribute image"
10284-M,10284-M_*.jpg,"Wrong URL/path used for attribute image"
10285-BE,10285-BE_*.jpg,"Wrong URL/path used for attribute image"
10285-BK,10285-BK_*.jpg,"Wrong URL/path used for attribute image"
10286-BK,10286-BK_*.jpg,"Wrong URL/path used for attribute image"
10286-WE,10286-WE_*.jpg,"Wrong URL/path used for attribute image"
10289,10289_*.jpg,"Wrong URL/path used for attribute image"
10290,10290_*.jpg,"Wrong URL/path used for attribute image"
10291,10291_*.jpg,"Wrong URL/path used for attribute image"
10292,10292_*.jpg,"Wrong URL/path used for attribute image"
10294,10294_*.jpg,"Wrong URL/path used for attribute image"
10295-BK,10295-BK_*.jpg,"Wrong URL/path used for attribute image"
10295-SR,10295-SR_*.jpg,"Wrong URL/path used for attribute image"
10296-BK,10296-BK_*.jpg,"Wrong URL/path used for attribute image"
10296-SR,10296-SR_*.jpg,"Wrong URL/path used for attribute image"
10297-BK,10297-BK_*.jpg,"Wrong URL/path used for attribute image"
10297-DBE,10297-DBE_*.jpg,"Wrong URL/path used for attribute image"
10297-DGN,10297-DGN_*.jpg,"Wrong URL/path used for attribute image"
10297-GD,10297-GD_*.jpg,"Wrong URL/path used for attribute image"
10297-OE,10297-OE_*.jpg,"Wrong URL/path used for attribute image"
10297-SR,10297-SR_*.jpg,"Wrong URL/path used for attribute image"
10298-BK,10298-BK_*.jpg,"Wrong URL/path used for attribute image"
10298-RD,10298-RD_*.jpg,"Wrong URL/path used for attribute image"
10300-GM,10300-GM_*.jpg,"Wrong URL/path used for attribute image"
10301-GM,10301-GM_*.jpg,"Wrong URL/path used for attribute image"
10303-BK,10303-BK_*.jpg,"Wrong URL/path used for attribute image"
10303-DBE,10303-DBE_*.jpg,"Wrong URL/path used for attribute image"
10303-DGY,10303-DGY_*.jpg,"Wrong URL/path used for attribute image"
10303-LGN,10303-LGN_*.jpg,"Wrong URL/path used for attribute image"
10303-OE,10303-OE_*.jpg,"Wrong URL/path used for attribute image"
10303-RD,10303-RD_*.jpg,"Wrong URL/path used for attribute image"
10303-SR,10303-SR_*.jpg,"Wrong URL/path used for attribute image"
10306,10306_*.jpg,"Wrong URL/path used for attribute image"
10307,10307_*.jpg,"Wrong URL/path used for attribute image"
10308,10308_*.jpg,"Wrong URL/path used for attribute image"
10309-BE,10309-BE_*.jpg,"Wrong URL/path used for attribute image"
10309-BK,10309-BK_*.jpg,"Wrong URL/path used for attribute image"
10309-LBE,10309-LBE_*.jpg,"Wrong URL/path used for attribute image"
10309-LGN,10309-LGN_*.jpg,"Wrong URL/path used for attribute image"
10309-LMG,10309-LMG_*.jpg,"Wrong URL/path used for attribute image"
10309-OE,10309-OE_*.jpg,"Wrong URL/path used for attribute image"
10309-PE,10309-PE_*.jpg,"Wrong URL/path used for attribute image"
10309-RD,10309-RD_*.jpg,"Wrong URL/path used for attribute image"
10309-WE,10309-WE_*.jpg,"Wrong URL/path used for attribute image"
10311,10311_*.jpg,"Wrong URL/path used for attribute image"
10312,10312_*.jpg,"Wrong URL/path used for attribute image"
10313,10313_*.jpg,"Wrong URL/path used for attribute image"
10314,10314_*.jpg,"Wrong URL/path used for attribute image"
10315,10315_*.jpg,"Wrong URL/path used for attribute image"
10316,10316_*.jpg,"Wrong URL/path used for attribute image"
10317,10317_*.jpg,"Wrong URL/path used for attribute image"
10318,10318_*.jpg,"Wrong URL/path used for attribute image"
10319,10319_*.jpg,"Wrong URL/path used for attribute image"
10320,10320_*.jpg,"Wrong URL/path used for attribute image"
10321-BK,10321-BK_*.jpg,"Wrong URL/path used for attribute image"
10322,10322_*.jpg,"Wrong URL/path used for attribute image"
10325-BE,10325-BE_*.jpg,"Wrong URL/path used for attribute image"
10325-DGY,10325-DGY_*.jpg,"Wrong URL/path used for attribute image"
10327,10327_*.jpg,"Wrong URL/path used for attribute image"
10328,10328_*.jpg,"Wrong URL/path used for attribute image"
10329,10329_*.jpg,"Wrong URL/path used for attribute image"
10330,10330_*.jpg,"Wrong URL/path used for attribute image"
10331,10331_*.jpg,"Wrong URL/path used for attribute image"
10332,10332_*.jpg,"Wrong URL/path used for attribute image"
10333,10333_*.jpg,"Wrong URL/path used for attribute image"
10334,10334_*.jpg,"Wrong URL/path used for attribute image"
10335,10335_*.jpg,"Wrong URL/path used for attribute image"
10336,10336_*.jpg,"Wrong URL/path used for attribute image"
10337,10337_*.jpg,"Wrong URL/path used for attribute image"
10338-BE,10338-BE_*.jpg,"Wrong URL/path used for attribute image"
10338-BK,10338-BK_*.jpg,"Wrong URL/path used for attribute image"
10338-LGN,10338-LGN_*.jpg,"Wrong URL/path used for attribute image"
10338-RD,10338-RD_*.jpg,"Wrong URL/path used for attribute image"
10338-WE,10338-WE_*.jpg,"Wrong URL/path used for attribute image"
10338-YW,10338-YW_*.jpg,"Wrong URL/path used for attribute image"
10339-BE,10339-BE_*.jpg,"Wrong URL/path used for attribute image"
10339-BK,10339-BK_*.jpg,"Wrong URL/path used for attribute image"
10339-LGN,10339-LGN_*.jpg,"Wrong URL/path used for attribute image"
10339-RD,10339-RD_*.jpg,"Wrong URL/path used for attribute image"
10339-WE,10339-WE_*.jpg,"Wrong URL/path used for attribute image"
10339-YW,10339-YW_*.jpg,"Wrong URL/path used for attribute image"
10340-BE,10340-BE_*.jpg,"Wrong URL/path used for attribute image"
10340-RD,10340-RD_*.jpg,"Wrong URL/path used for attribute image"
10341-BE,10341-BE_*.jpg,"Wrong URL/path used for attribute image"
10341-BK,10341-BK_*.jpg,"Wrong URL/path used for attribute image"
10341-OE,10341-OE_*.jpg,"Wrong URL/path used for attribute image"
10341-RD,10341-RD_*.jpg,"Wrong URL/path used for attribute image"
10341-WE,10341-WE_*.jpg,"Wrong URL/path used for attribute image"
10341-YW,10341-YW_*.jpg,"Wrong URL/path used for attribute image"
19011-SR/W,19011-SR_W_*.jpg,"Wrong URL/path used for attribute image"
19013-SR/W,19013-SR_W_*.jpg,"Wrong URL/path used for attribute image"
19017,19017_*.jpg,"Wrong URL/path used for attribute image"
19018,19018_*.jpg,"Wrong URL/path used for attribute image"
19022,19022_*.jpg,"Wrong URL/path used for attribute image"
19023,19023_*.jpg,"Wrong URL/path used for attribute image"
19027,19027_*.jpg,"Wrong URL/path used for attribute image"
19031,19031_*.jpg,"Wrong URL/path used for attribute image"
19033,19033_*.jpg,"Wrong URL/path used for attribute image"
19036,19036_*.jpg,"Wrong URL/path used for attribute image"
19037,19037_*.jpg,"Wrong URL/path used for attribute image"
19039,19039_*.jpg,"Wrong URL/path used for attribute image"
19040-BK,19040-BK_*.jpg,"Wrong URL/path used for attribute image"
19040-SR,19040-SR_*.jpg,"Wrong URL/path used for attribute image"
19042,19042_*.jpg,"Wrong URL/path used for attribute image"
19043-BE,19043-BE_*.jpg,"Wrong URL/path used for attribute image"
19043-BK,19043-BK_*.jpg,"Wrong URL/path used for attribute image"
19043-RD,19043-RD_*.jpg,"Wrong URL/path used for attribute image"
19043-SR,19043-SR_*.jpg,"Wrong URL/path used for attribute image"
19044,19044_*.jpg,"Wrong URL/path used for attribute image"
19045,19045_*.jpg,"Wrong URL/path used for attribute image"
19046-BE,19046-BE_*.jpg,"Wrong URL/path used for attribute image"
19046-BK,19046-BK_*.jpg,"Wrong URL/path used for attribute image"
19046-RD,19046-RD_*.jpg,"Wrong URL/path used for attribute image"
19046-SR,19046-SR_*.jpg,"Wrong URL/path used for attribute image"
19047-BK,19047-BK_*.jpg,"Wrong URL/path used for attribute image"
19047-SR,19047-SR_*.jpg,"Wrong URL/path used for attribute image"
19048,19048_*.jpg,"Wrong URL/path used for attribute image"
2010020,2010020_*.jpg,"Wrong URL/path used for attribute image"
2010052,2010052_*.jpg,"Wrong URL/path used for attribute image"
2010120,2010120_*.jpg,"Wrong URL/path used for attribute image"
2010138,2010138_*.jpg,"Wrong URL/path used for attribute image"
2010158,2010158_*.jpg,"Wrong URL/path used for attribute image"
2010159,2010159_*.jpg,"Wrong URL/path used for attribute image"
2010200,2010200_*.jpg,"Wrong URL/path used for attribute image"
2010201,2010201_*.jpg,"Wrong URL/path used for attribute image"
2050331,2050331_*.jpg,"Wrong URL/path used for attribute image"
2060018,2060018_*.jpg,"Wrong URL/path used for attribute image"
3010020,3010020_*.jpg,"Wrong URL/path used for attribute image"
3010158,3010158_*.jpg,"Wrong URL/path used for attribute image"
3010200,3010200_*.jpg,"Wrong URL/path used for attribute image"
4010158,4010158_*.jpg,"Wrong URL/path used for attribute image"
50002,50002_*.jpg,"Wrong URL/path used for attribute image"
50007-M,50007-M_*.jpg,"Wrong URL/path used for attribute image"
50013-M,50013-M_*.jpg,"Wrong URL/path used for attribute image"
50015,50015_*.jpg,"Wrong URL/path used for attribute image"
50019,50019_*.jpg,"Wrong URL/path used for attribute image"
50020,50020_*.jpg,"Wrong URL/path used for attribute image"
50021,50021_*.jpg,"Wrong URL/path used for attribute image"
50022,50022_*.jpg,"Wrong URL/path used for attribute image"
50038,50038_*.jpg,"Wrong URL/path used for attribute image"
50042,50042_*.jpg,"Wrong URL/path used for attribute image"
50046,50046_*.jpg,"Wrong URL/path used for attribute image"
50046-M,50046-M_*.jpg,"Wrong URL/path used for attribute image"
50057,50057_*.jpg,"Wrong URL/path used for attribute image"
50058,50058_*.jpg,"Wrong URL/path used for attribute image"
50061,50061_*.jpg,"Wrong URL/path used for attribute image"
50072-M,50072-M_*.jpg,"Wrong URL/path used for attribute image"
5010158,5010158_*.jpg,"Wrong URL/path used for attribute image"
50103,50103_*.jpg,"Wrong URL/path used for attribute image"
50108,50108_*.jpg,"Wrong URL/path used for attribute image"
50178,50178_*.jpg,"Wrong URL/path used for attribute image"
50185,50185_*.jpg,"Wrong URL/path used for attribute image"
50192,50192_*.jpg,"Wrong URL/path used for attribute image"
50240,50240_*.jpg,"Wrong URL/path used for attribute image"
50264,50264_*.jpg,"Wrong URL/path used for attribute image"
50290,50290_*.jpg,"Wrong URL/path used for attribute image"
50306,50306_*.jpg,"Wrong URL/path used for attribute image"
50314,50314_*.jpg,"Wrong URL/path used for attribute image"
50334,50334_*.jpg,"Wrong URL/path used for attribute image"
50347,50347_*.jpg,"Wrong URL/path used for attribute image"
50347-DGY,50347-DGY_*.jpg,"Wrong URL/path used for attribute image"
50347-OE,50347-OE_*.jpg,"Wrong URL/path used for attribute image"
50354,50354_*.jpg,"Wrong URL/path used for attribute image"
50354-DGY,50354-DGY_*.jpg,"Wrong URL/path used for attribute image"
50403,50403_*.jpg,"Wrong URL/path used for attribute image"
50439,50439_*.jpg,"Wrong URL/path used for attribute image"
50464,50464_*.jpg,"Wrong URL/path used for attribute image"
50485,50485_*.jpg,"Wrong URL/path used for attribute image"
50524,50524_*.jpg,"Wrong URL/path used for attribute image"
50542,50542_*.jpg,"Wrong URL/path used for attribute image"
50581,50581_*.jpg,"Wrong URL/path used for attribute image"
50588,50588_*.jpg,"Wrong URL/path used for attribute image"
50589,50589_*.jpg,"Wrong URL/path used for attribute image"
50592,50592_*.jpg,"Wrong URL/path used for attribute image"
50601,50601_*.jpg,"Wrong URL/path used for attribute image"
50611,50611_*.jpg,"Wrong URL/path used for attribute image"
50612-SR,50612-SR_*.jpg,"Wrong URL/path used for attribute image"
50615,50615_*.jpg,"Wrong URL/path used for attribute image"
50616,50616_*.jpg,"Wrong URL/path used for attribute image"
50617-SR,50617-SR_*.jpg,"Wrong URL/path used for attribute image"
50623,50623_*.jpg,"Wrong URL/path used for attribute image"
50636,50636_*.jpg,"Wrong URL/path used for attribute image"
50652-BE,50652-BE_*.jpg,"Wrong URL/path used for attribute image"
50656,50656_*.jpg,"Wrong URL/path used for attribute image"
50660,50660_*.jpg,"Wrong URL/path used for attribute image"
50664,50664_*.jpg,"Wrong URL/path used for attribute image"
50672,50672_*.jpg,"Wrong URL/path used for attribute image"
50673,50673_*.jpg,"Wrong URL/path used for attribute image"
50674,50674_*.jpg,"Wrong URL/path used for attribute image"
50675,50675_*.jpg,"Wrong URL/path used for attribute image"
50679,50679_*.jpg,"Wrong URL/path used for attribute image"
50682,50682_*.jpg,"Wrong URL/path used for attribute image"
50690-BE,50690-BE_*.jpg,"Wrong URL/path used for attribute image"
50690-GY,50690-GY_*.jpg,"Wrong URL/path used for attribute image"
50690-SR,50690-SR_*.jpg,"Wrong URL/path used for attribute image"
50694-BE,50694-BE_*.jpg,"Wrong URL/path used for attribute image"
50694-BK,50694-BK_*.jpg,"Wrong URL/path used for attribute image"
50694-BKR,50694-BKR_*.jpg,"Wrong URL/path used for attribute image"
50694-DGN,50694-DGN_*.jpg,"Wrong URL/path used for attribute image"
50694-LRD,50694-LRD_*.jpg,"Wrong URL/path used for attribute image"
50694-M,50694-M_*.jpg,"Wrong URL/path used for attribute image"
50694-MG,50694-MG_*.jpg,"Wrong URL/path used for attribute image"
50694-RD,50694-RD_*.jpg,"Wrong URL/path used for attribute image"
50694-S,50694-S_*.jpg,"Wrong URL/path used for attribute image"
50694-WEC,50694-WEC_*.jpg,"Wrong URL/path used for attribute image"
50703,50703_*.jpg,"Wrong URL/path used for attribute image"
50703-DGY,50703-DGY_*.jpg,"Wrong URL/path used for attribute image"
50703-OE,50703-OE_*.jpg,"Wrong URL/path used for attribute image"
50719,50719_*.jpg,"Wrong URL/path used for attribute image"
50732,50732_*.jpg,"Wrong URL/path used for attribute image"
50733,50733_*.jpg,"Wrong URL/path used for attribute image"
50776,50776_*.jpg,"Wrong URL/path used for attribute image"
50793,50793_*.jpg,"Wrong URL/path used for attribute image"
50801,50801_*.jpg,"Wrong URL/path used for attribute image"
50805,50805_*.jpg,"Wrong URL/path used for attribute image"
50806,50806_*.jpg,"Wrong URL/path used for attribute image"
50810,50810_*.jpg,"Wrong URL/path used for attribute image"
50811,50811_*.jpg,"Wrong URL/path used for attribute image"
50812,50812_*.jpg,"Wrong URL/path used for attribute image"
50822,50822_*.jpg,"Wrong URL/path used for attribute image"
50823,50823_*.jpg,"Wrong URL/path used for attribute image"
50826,50826_*.jpg,"Wrong URL/path used for attribute image"
50847-RD,50847-RD_*.jpg,"Wrong URL/path used for attribute image"
50858,50858_*.jpg,"Wrong URL/path used for attribute image"
50868,50868_*.jpg,"Wrong URL/path used for attribute image"
50883-GY,50883-GY_*.jpg,"Wrong URL/path used for attribute image"
50884-CR,50884-CR_*.jpg,"Wrong URL/path used for attribute image"
50884-GY,50884-GY_*.jpg,"Wrong URL/path used for attribute image"
50891,50891_*.jpg,"Wrong URL/path used for attribute image"
50895-SR,50895-SR_*.jpg,"Wrong URL/path used for attribute image"
50903,50903_*.jpg,"Wrong URL/path used for attribute image"
50904,50904_*.jpg,"Wrong URL/path used for attribute image"
50920,50920_*.jpg,"Wrong URL/path used for attribute image"
50931,50931_*.jpg,"Wrong URL/path used for attribute image"
50936,50936_*.jpg,"Wrong URL/path used for attribute image"
50937,50937_*.jpg,"Wrong URL/path used for attribute image"
50943,50943_*.jpg,"Wrong URL/path used for attribute image"
50950,50950_*.jpg,"Wrong URL/path used for attribute image"
50952,50952_*.jpg,"Wrong URL/path used for attribute image"
50973,50973_*.jpg,"Wrong URL/path used for attribute image"
50976,50976_*.jpg,"Wrong URL/path used for attribute image"
50981,50981_*.jpg,"Wrong URL/path used for attribute image"
51002,51002_*.jpg,"Wrong URL/path used for attribute image"
51003,51003_*.jpg,"Wrong URL/path used for attribute image"
51006,51006_*.jpg,"Wrong URL/path used for attribute image"
51012,51012_*.jpg,"Wrong URL/path used for attribute image"
51015,51015_*.jpg,"Wrong URL/path used for attribute image"
51018-BK,51018-BK_*.jpg,"Wrong URL/path used for attribute image"
51032,51032_*.jpg,"Wrong URL/path used for attribute image"
51033,51033_*.jpg,"Wrong URL/path used for attribute image"
51035,51035_*.jpg,"Wrong URL/path used for attribute image"
51048,51048_*.jpg,"Wrong URL/path used for attribute image"
51062,51062_*.jpg,"Wrong URL/path used for attribute image"
51069-BE,51069-BE_*.jpg,"Wrong URL/path used for attribute image"
51069-RD,51069-RD_*.jpg,"Wrong URL/path used for attribute image"
51069-SR,51069-SR_*.jpg,"Wrong URL/path used for attribute image"
51069-WE,51069-WE_*.jpg,"Wrong URL/path used for attribute image"
51071,51071_*.jpg,"Wrong URL/path used for attribute image"
51078,51078_*.jpg,"Wrong URL/path used for attribute image"
51079,51079_*.jpg,"Wrong URL/path used for attribute image"
51082,51082_*.jpg,"Wrong URL/path used for attribute image"
51084-OE,51084-OE_*.jpg,"Wrong URL/path used for attribute image"
51085-BK,51085-BK_*.jpg,"Wrong URL/path used for attribute image"
51085-GN,51085-GN_*.jpg,"Wrong URL/path used for attribute image"
51085-LBE,51085-LBE_*.jpg,"Wrong URL/path used for attribute image"
51085-RD,51085-RD_*.jpg,"Wrong URL/path used for attribute image"
51091-LBE,51091-LBE_*.jpg,"Wrong URL/path used for attribute image"
51105,51105_*.jpg,"Wrong URL/path used for attribute image"
51112,51112_*.jpg,"Wrong URL/path used for attribute image"
51113,51113_*.jpg,"Wrong URL/path used for attribute image"
51140,51140_*.jpg,"Wrong URL/path used for attribute image"
51154,51154_*.jpg,"Wrong URL/path used for attribute image"
51155,51155_*.jpg,"Wrong URL/path used for attribute image"
51161,51161_*.jpg,"Wrong URL/path used for attribute image"
51165,51165_*.jpg,"Wrong URL/path used for attribute image"
51170,51170_*.jpg,"Wrong URL/path used for attribute image"
51173,51173_*.jpg,"Wrong URL/path used for attribute image"
51176,51176_*.jpg,"Wrong URL/path used for attribute image"
51181,51181_*.jpg,"Wrong URL/path used for attribute image"
51182,51182_*.jpg,"Wrong URL/path used for attribute image"
51187,51187_*.jpg,"Wrong URL/path used for attribute image"
51195,51195_*.jpg,"Wrong URL/path used for attribute image"
51196,51196_*.jpg,"Wrong URL/path used for attribute image"
51197,51197_*.jpg,"Wrong URL/path used for attribute image"
51198,51198_*.jpg,"Wrong URL/path used for attribute image"
51202,51202_*.jpg,"Wrong URL/path used for attribute image"
51206,51206_*.jpg,"Wrong URL/path used for attribute image"
51207,51207_*.jpg,"Wrong URL/path used for attribute image"
51208,51208_*.jpg,"Wrong URL/path used for attribute image"
51213,51213_*.jpg,"Wrong URL/path used for attribute image"
51214,51214_*.jpg,"Wrong URL/path used for attribute image"
51225,51225_*.jpg,"Wrong URL/path used for attribute image"
51240,51240_*.jpg,"Wrong URL/path used for attribute image"
51241,51241_*.jpg,"Wrong URL/path used for attribute image"
51242-BK,51242-BK_*.jpg,"Wrong URL/path used for attribute image"
51251,51251_*.jpg,"Wrong URL/path used for attribute image"
51265-BK,51265-BK_*.jpg,"Wrong URL/path used for attribute image"
51290,51290_*.jpg,"Wrong URL/path used for attribute image"
51291,51291_*.jpg,"Wrong URL/path used for attribute image"
51294,51294_*.jpg,"Wrong URL/path used for attribute image"
51295-GY,51295-GY_*.jpg,"Wrong URL/path used for attribute image"
51299,51299_*.jpg,"Wrong URL/path used for attribute image"
51310,51310_*.jpg,"Wrong URL/path used for attribute image"
51311,51311_*.jpg,"Wrong URL/path used for attribute image"
51323-RD,51323-RD_*.jpg,"Wrong URL/path used for attribute image"
51327,51327_*.jpg,"Wrong URL/path used for attribute image"
51330,51330_*.jpg,"Wrong URL/path used for attribute image"
51338,51338_*.jpg,"Wrong URL/path used for attribute image"
51339,51339_*.jpg,"Wrong URL/path used for attribute image"
51340,51340_*.jpg,"Wrong URL/path used for attribute image"
51341,51341_*.jpg,"Wrong URL/path used for attribute image"
51348,51348_*.jpg,"Wrong URL/path used for attribute image"
51350,51350_*.jpg,"Wrong URL/path used for attribute image"
51351,51351_*.jpg,"Wrong URL/path used for attribute image"
51354,51354_*.jpg,"Wrong URL/path used for attribute image"
51356,51356_*.jpg,"Wrong URL/path used for attribute image"
51357,51357_*.jpg,"Wrong URL/path used for attribute image"
51358,51358_*.jpg,"Wrong URL/path used for attribute image"
51359,51359_*.jpg,"Wrong URL/path used for attribute image"
51360,51360_*.jpg,"Wrong URL/path used for attribute image"
51361,51361_*.jpg,"Wrong URL/path used for attribute image"
51364,51364_*.jpg,"Wrong URL/path used for attribute image"
51367,51367_*.jpg,"Wrong URL/path used for attribute image"
51369,51369_*.jpg,"Wrong URL/path used for attribute image"
51371,51371_*.jpg,"Wrong URL/path used for attribute image"
51374,51374_*.jpg,"Wrong URL/path used for attribute image"
51376,51376_*.jpg,"Wrong URL/path used for attribute image"
51377,51377_*.jpg,"Wrong URL/path used for attribute image"
51377-S,51377-S_*.jpg,"Wrong URL/path used for attribute image"
51377-SR,51377-SR_*.jpg,"Wrong URL/path used for attribute image"
51378,51378_*.jpg,"Wrong URL/path used for attribute image"
51381,51381_*.jpg,"Wrong URL/path used for attribute image"
51391,51391_*.jpg,"Wrong URL/path used for attribute image"
51393,51393_*.jpg,"Wrong URL/path used for attribute image"
51394,51394_*.jpg,"Wrong URL/path used for attribute image"
51401-BE,51401-BE_*.jpg,"Wrong URL/path used for attribute image"
51401-RD,51401-RD_*.jpg,"Wrong URL/path used for attribute image"
51401-WE,51401-WE_*.jpg,"Wrong URL/path used for attribute image"
51402-WE,51402-WE_*.jpg,"Wrong URL/path used for attribute image"
51405,51405_*.jpg,"Wrong URL/path used for attribute image"
51410,51410_*.jpg,"Wrong URL/path used for attribute image"
51412,51412_*.jpg,"Wrong URL/path used for attribute image"
51413,51413_*.jpg,"Wrong URL/path used for attribute image"
51414,51414_*.jpg,"Wrong URL/path used for attribute image"
51415,51415_*.jpg,"Wrong URL/path used for attribute image"
51416,51416_*.jpg,"Wrong URL/path used for attribute image"
51417,51417_*.jpg,"Wrong URL/path used for attribute image"
51418,51418_*.jpg,"Wrong URL/path used for attribute image"
51419,51419_*.jpg,"Wrong URL/path used for attribute image"
51423,51423_*.jpg,"Wrong URL/path used for attribute image"
51424,51424_*.jpg,"Wrong URL/path used for attribute image"
51427,51427_*.jpg,"Wrong URL/path used for attribute image"
51428,51428_*.jpg,"Wrong URL/path used for attribute image"
51430,51430_*.jpg,"Wrong URL/path used for attribute image"
51433,51433_*.jpg,"Wrong URL/path used for attribute image"
51437,51437_*.jpg,"Wrong URL/path used for attribute image"
51438,51438_*.jpg,"Wrong URL/path used for attribute image"
51440-BE,51440-BE_*.jpg,"Wrong URL/path used for attribute image"
51440-WE,51440-WE_*.jpg,"Wrong URL/path used for attribute image"
51441-BK,51441-BK_*.jpg,"Wrong URL/path used for attribute image"
51441-RD,51441-RD_*.jpg,"Wrong URL/path used for attribute image"
51441-WE,51441-WE_*.jpg,"Wrong URL/path used for attribute image"
51442,51442_*.jpg,"Wrong URL/path used for attribute image"
51443,51443_*.jpg,"Wrong URL/path used for attribute image"
51444,51444_*.jpg,"Wrong URL/path used for attribute image"
51445,51445_*.jpg,"Wrong URL/path used for attribute image"
51454,51454_*.jpg,"Wrong URL/path used for attribute image"
51455,51455_*.jpg,"Wrong URL/path used for attribute image"
51457,51457_*.jpg,"Wrong URL/path used for attribute image"
51458-BE,51458-BE_*.jpg,"Wrong URL/path used for attribute image"
51458-GY,51458-GY_*.jpg,"Wrong URL/path used for attribute image"
51458-RD,51458-RD_*.jpg,"Wrong URL/path used for attribute image"
51460-BE,51460-BE_*.jpg,"Wrong URL/path used for attribute image"
51460-BK,51460-BK_*.jpg,"Wrong URL/path used for attribute image"
51460-RD,51460-RD_*.jpg,"Wrong URL/path used for attribute image"
51460-WE,51460-WE_*.jpg,"Wrong URL/path used for attribute image"
51462,51462_*.jpg,"Wrong URL/path used for attribute image"
51467,51467_*.jpg,"Wrong URL/path used for attribute image"
51467-BK,51467-BK_*.jpg,"Wrong URL/path used for attribute image"
51469,51469_*.jpg,"Wrong URL/path used for attribute image"
51472,51472_*.jpg,"Wrong URL/path used for attribute image"
51473,51473_*.jpg,"Wrong URL/path used for attribute image"
51474,51474_*.jpg,"Wrong URL/path used for attribute image"
51475,51475_*.jpg,"Wrong URL/path used for attribute image"
51476,51476_*.jpg,"Wrong URL/path used for attribute image"
51477,51477_*.jpg,"Wrong URL/path used for attribute image"
51478,51478_*.jpg,"Wrong URL/path used for attribute image"
51480,51480_*.jpg,"Wrong URL/path used for attribute image"
