sku,tier_price_website,tier_price_customer_group,tier_price_qty,tier_price
51804-BK,All Websites [EUR],ALL GROUPS,500,1.950
51805-BK,All Websites [EUR],ALL GROUPS,500,2.930
51806-BK,All Websites [EUR],ALL GROUPS,500,2.660
51808-BK,All Websites [EUR],ALL GROUPS,250,4.720
51809-BK,All Websites [EUR],ALL GROUPS,100,7.190
51810,All Websites [EUR],ALL GROUPS,100,7.830
51811,All Websites [EUR],ALL GROUPS,250,5.130
51812-WE,All Websites [EUR],ALL GROUPS,500,2.050
51815-WE,All Websites [EUR],ALL GROUPS,500,1.930
51816-BK,All Websites [EUR],ALL GROUPS,100,25.190
51817-BK,All Websites [EUR],ALL GROUPS,100,11.750
51817-WE,All Websites [EUR],ALL GROUPS,100,11.750
51818-BK,All Websites [EUR],ALL GROUPS,100,30.860
51819,All Websites [EUR],ALL GROUPS,100,7.190
51820-BK,All Websites [EUR],ALL GROUPS,250,5.130
51820-WE,All Websites [EUR],ALL GROUPS,250,5.130
51821-BK,All Websites [EUR],ALL GROUPS,100,7.830
51821-WE,All Websites [EUR],ALL GROUPS,100,7.830
51822-BE,All Websites [EUR],ALL GROUPS,1000,1.200
51822-BK,All Websites [EUR],ALL GROUPS,1000,1.200
51822-MG,All Websites [EUR],ALL GROUPS,1000,1.200
51822-SR,All Websites [EUR],ALL GROUPS,1000,1.200
51823-BK,All Websites [EUR],ALL GROUPS,100,11.620
51824,All Websites [EUR],ALL GROUPS,1000,920
51825-BK,All Websites [EUR],ALL GROUPS,250,5.500
51827,All Websites [EUR],ALL GROUPS,100,7.920
51830-BE,All Websites [EUR],ALL GROUPS,5000,460
51830-BK,All Websites [EUR],ALL GROUPS,5000,460
51830-RD,All Websites [EUR],ALL GROUPS,5000,460
51831-BK,All Websites [EUR],ALL GROUPS,100,11.620
51832-BE,All Websites [EUR],ALL GROUPS,500,3.480
51832-BK,All Websites [EUR],ALL GROUPS,500,3.480
51832-LGN,All Websites [EUR],ALL GROUPS,500,3.480
51832-MG,All Websites [EUR],ALL GROUPS,500,3.480
51832-RD,All Websites [EUR],ALL GROUPS,500,3.480
51832-SR,All Websites [EUR],ALL GROUPS,500,3.480
51832-WE,All Websites [EUR],ALL GROUPS,500,3.480
51833-BK,All Websites [EUR],ALL GROUPS,100,8.550
51833-WE,All Websites [EUR],ALL GROUPS,100,8.550
51834-BE,All Websites [EUR],ALL GROUPS,500,1.430
51836,All Websites [EUR],ALL GROUPS,100,13.700
51837-BKR,All Websites [EUR],ALL GROUPS,500,1.830
51837-WER,All Websites [EUR],ALL GROUPS,500,1.830
51839,All Websites [EUR],ALL GROUPS,250,5.130
51840,All Websites [EUR],ALL GROUPS,100,7.190
51842-BK,All Websites [EUR],ALL GROUPS,100,24.480
51843-RD,All Websites [EUR],ALL GROUPS,500,2.920
51845,All Websites [EUR],ALL GROUPS,500,1.690
51845-BE,All Websites [EUR],ALL GROUPS,500,1.690
51845-RD,All Websites [EUR],ALL GROUPS,500,1.690
51846-BK,All Websites [EUR],ALL GROUPS,500,2.050
51847-BK,All Websites [EUR],ALL GROUPS,250,6.160
51848-SR,All Websites [EUR],ALL GROUPS,250,4.520
51849-BK,All Websites [EUR],ALL GROUPS,500,3.180
51849-WE,All Websites [EUR],ALL GROUPS,500,3.180
51850,All Websites [EUR],ALL GROUPS,250,5.390
51851-WE,All Websites [EUR],ALL GROUPS,250,4.790
51852-BK,All Websites [EUR],ALL GROUPS,100,18.100
51853,All Websites [EUR],ALL GROUPS,100,12.190
51854,All Websites [EUR],ALL GROUPS,100,12.190
51855,All Websites [EUR],ALL GROUPS,250,4.000
51856,All Websites [EUR],ALL GROUPS,100,9.250
51857-BK,All Websites [EUR],ALL GROUPS,500,2.880
51857-WE,All Websites [EUR],ALL GROUPS,500,2.880
51858-BK,All Websites [EUR],ALL GROUPS,500,2.260
51858-WE,All Websites [EUR],ALL GROUPS,500,2.260
51859-BKR,All Websites [EUR],ALL GROUPS,250,4.000
51859-SR,All Websites [EUR],ALL GROUPS,250,4.000
51860,All Websites [EUR],ALL GROUPS,100,12.330
51861-WE,All Websites [EUR],ALL GROUPS,250,5.500
51862,All Websites [EUR],ALL GROUPS,250,4.890
51863,All Websites [EUR],ALL GROUPS,250,6.780
51864,All Websites [EUR],ALL GROUPS,100,11.300
51865,All Websites [EUR],ALL GROUPS,100,87.100
51866-BK,All Websites [EUR],ALL GROUPS,100,9.460
51866-SR,All Websites [EUR],ALL GROUPS,100,9.460
51866-WE,All Websites [EUR],ALL GROUPS,100,9.460
51867-BK,All Websites [EUR],ALL GROUPS,250,4.000
51868-BE,All Websites [EUR],ALL GROUPS,250,3.720
51868-BK,All Websites [EUR],ALL GROUPS,250,3.720
51868-BN,All Websites [EUR],ALL GROUPS,250,3.720
51870-BE,All Websites [EUR],ALL GROUPS,1000,1.120
51870-BK,All Websites [EUR],ALL GROUPS,1000,1.120
51870-RD,All Websites [EUR],ALL GROUPS,1000,1.120
51870-SR,All Websites [EUR],ALL GROUPS,1000,1.120
51871-GY,All Websites [EUR],ALL GROUPS,250,6.780
51872,All Websites [EUR],ALL GROUPS,100,32.300
51873,All Websites [EUR],ALL GROUPS,100,11.830
51874,All Websites [EUR],ALL GROUPS,250,6.780
51875-BK,All Websites [EUR],ALL GROUPS,100,11.300
51876,All Websites [EUR],ALL GROUPS,100,8.020
51877,All Websites [EUR],ALL GROUPS,100,8.830
51878-BK,All Websites [EUR],ALL GROUPS,500,1.530
51878-WE,All Websites [EUR],ALL GROUPS,500,1.530
51879-BKBK,All Websites [EUR],ALL GROUPS,250,5.650
51879-BKWE,All Websites [EUR],ALL GROUPS,250,5.650
51880,All Websites [EUR],ALL GROUPS,500,1.430
51881,All Websites [EUR],ALL GROUPS,100,9.050
51882,All Websites [EUR],ALL GROUPS,100,7.600
51883-BE,All Websites [EUR],ALL GROUPS,1000,900
51883-BK,All Websites [EUR],ALL GROUPS,1000,900
51883-RD,All Websites [EUR],ALL GROUPS,1000,900
51883-WE,All Websites [EUR],ALL GROUPS,1000,900
51884-BK,All Websites [EUR],ALL GROUPS,250,3.900
51884-SR,All Websites [EUR],ALL GROUPS,250,3.900
51888-BK,All Websites [EUR],ALL GROUPS,250,5.390
51888-BK-R,All Websites [EUR],ALL GROUPS,250,5.390
51888-WE,All Websites [EUR],ALL GROUPS,250,5.390
51888-WE-R,All Websites [EUR],ALL GROUPS,250,5.390
51889-BK,All Websites [EUR],ALL GROUPS,1000,780
51889-WE,All Websites [EUR],ALL GROUPS,1000,780
51891-BKR,All Websites [EUR],ALL GROUPS,500,2.050
51891-WER,All Websites [EUR],ALL GROUPS,500,2.050
51892-RD,All Websites [EUR],ALL GROUPS,500,3.390
51893,All Websites [EUR],ALL GROUPS,1000,1.330
51894,All Websites [EUR],ALL GROUPS,500,1.490
51895,All Websites [EUR],ALL GROUPS,100,25.190
51896,All Websites [EUR],ALL GROUPS,100,10.950
51897,All Websites [EUR],ALL GROUPS,250,6.780
51898,All Websites [EUR],ALL GROUPS,250,3.900
51899,All Websites [EUR],ALL GROUPS,250,4.890
51900,All Websites [EUR],ALL GROUPS,100,14.690
51903-WE,All Websites [EUR],ALL GROUPS,1000,1.220
51904-BE,All Websites [EUR],ALL GROUPS,500,2.660
51904-BK,All Websites [EUR],ALL GROUPS,500,2.660
51906,All Websites [EUR],ALL GROUPS,250,4.890
51907,All Websites [EUR],ALL GROUPS,100,11.300
51908-BE,All Websites [EUR],ALL GROUPS,1000,980
51908-BK,All Websites [EUR],ALL GROUPS,1000,980
51908-RD,All Websites [EUR],ALL GROUPS,1000,980
51908-WE,All Websites [EUR],ALL GROUPS,1000,980
51910,All Websites [EUR],ALL GROUPS,250,6.850
51911,All Websites [EUR],ALL GROUPS,100,17.490
51912-BK,All Websites [EUR],ALL GROUPS,500,3.030
51912-GY,All Websites [EUR],ALL GROUPS,500,3.030
51912-SR,All Websites [EUR],ALL GROUPS,500,3.030
51913,All Websites [EUR],ALL GROUPS,100,20.100
51914,All Websites [EUR],ALL GROUPS,100,76.220
51915,All Websites [EUR],ALL GROUPS,100,32.330
51916-BE,All Websites [EUR],ALL GROUPS,1000,730
51916-BK,All Websites [EUR],ALL GROUPS,1000,730
51916-WE,All Websites [EUR],ALL GROUPS,1000,730
51917-BE,All Websites [EUR],ALL GROUPS,5000,330
51917-RD,All Websites [EUR],ALL GROUPS,5000,330
51917-WE,All Websites [EUR],ALL GROUPS,5000,330
51918-WE,All Websites [EUR],ALL GROUPS,5000,190
51919-BE,All Websites [EUR],ALL GROUPS,500,1.460
51919-RD,All Websites [EUR],ALL GROUPS,500,1.460
51919-WE,All Websites [EUR],ALL GROUPS,500,1.460
51920-WE,All Websites [EUR],ALL GROUPS,5000,260
51921-DBE,All Websites [EUR],ALL GROUPS,5000,290
51921-GY,All Websites [EUR],ALL GROUPS,5000,290
51921-RD,All Websites [EUR],ALL GROUPS,5000,290
51922-WEBE,All Websites [EUR],ALL GROUPS,2 a500,530
51922-WERD,All Websites [EUR],ALL GROUPS,2 a500,530
51922-WEWE,All Websites [EUR],ALL GROUPS,2 a500,530
51923-WEBE,All Websites [EUR],ALL GROUPS,2 a500,530
51923-WEGY,All Websites [EUR],ALL GROUPS,2 a500,530
51923-WERD,All Websites [EUR],ALL GROUPS,2 a500,530
51924-WE,All Websites [EUR],ALL GROUPS,500,1.690
51925-BE,All Websites [EUR],ALL GROUPS,500,1.950
51925-BK,All Websites [EUR],ALL GROUPS,500,1.950
51925-RD,All Websites [EUR],ALL GROUPS,500,1.950
51926,All Websites [EUR],ALL GROUPS,1000,790
51927,All Websites [EUR],ALL GROUPS,1000,790
51928,All Websites [EUR],ALL GROUPS,1000,790
51929,All Websites [EUR],ALL GROUPS,100,8.330
51930,All Websites [EUR],ALL GROUPS,250,4.890
51932-WE,All Websites [EUR],ALL GROUPS,2 a500,550
51934,All Websites [EUR],ALL GROUPS,500,3.420
51935,All Websites [EUR],ALL GROUPS,100,11.300
51936-BE,All Websites [EUR],ALL GROUPS,500,1.660
51936-BK,All Websites [EUR],ALL GROUPS,500,1.660
51936-MG,All Websites [EUR],ALL GROUPS,500,1.660
51936-OE,All Websites [EUR],ALL GROUPS,500,1.660
51936-RD,All Websites [EUR],ALL GROUPS,500,1.660
51936-WE,All Websites [EUR],ALL GROUPS,500,1.660
51938,All Websites [EUR],ALL GROUPS,250,4.000
51939-BK,All Websites [EUR],ALL GROUPS,250,6.850
51940,All Websites [EUR],ALL GROUPS,250,3.700
51941,All Websites [EUR],ALL GROUPS,250,3.700
51942-WEBK,All Websites [EUR],ALL GROUPS,250,6.480
51943-WEWE,All Websites [EUR],ALL GROUPS,1000,900
51944,All Websites [EUR],ALL GROUPS,100,129.350
51945,All Websites [EUR],ALL GROUPS,100,16.500
51946,All Websites [EUR],ALL GROUPS,250,5.380
51947,All Websites [EUR],ALL GROUPS,250,4.420
51948-BKSR,All Websites [EUR],ALL GROUPS,100,9.690
51949-BK,All Websites [EUR],ALL GROUPS,100,10.290
51950-DGY,All Websites [EUR],ALL GROUPS,100,11.260
51951-BK,All Websites [EUR],ALL GROUPS,500,2.630
51952-BK,All Websites [EUR],ALL GROUPS,500,3.420
51953-BK,All Websites [EUR],ALL GROUPS,250,4.890
51953-BN,All Websites [EUR],ALL GROUPS,250,4.890
51954-BK,All Websites [EUR],ALL GROUPS,250,6.850
51954-SR,All Websites [EUR],ALL GROUPS,250,6.850
51964,All Websites [EUR],ALL GROUPS,100,9.790
51975-WE,All Websites [EUR],ALL GROUPS,250,4.400
51976,All Websites [EUR],ALL GROUPS,500,2.530
51977,All Websites [EUR],ALL GROUPS,250,6.850
51978-BKBK,All Websites [EUR],ALL GROUPS,500,1.660
51978-BKSR,All Websites [EUR],ALL GROUPS,500,1.660
51979,All Websites [EUR],ALL GROUPS,500,2.250
51980,All Websites [EUR],ALL GROUPS,100,8.800
51981-WE,All Websites [EUR],ALL GROUPS,100,14.000
51982,All Websites [EUR],ALL GROUPS,100,19.590
51983-WE,All Websites [EUR],ALL GROUPS,100,12.590
51984-BE,All Websites [EUR],ALL GROUPS,500,2.930
51984-BK,All Websites [EUR],ALL GROUPS,500,2.930
51984-DRD,All Websites [EUR],ALL GROUPS,500,2.930
51984-GY,All Websites [EUR],ALL GROUPS,500,2.930
51985-BE,All Websites [EUR],ALL GROUPS,500,1.660
51985-BK,All Websites [EUR],ALL GROUPS,500,1.660
51985-DRD,All Websites [EUR],ALL GROUPS,500,1.660
51985-GY,All Websites [EUR],ALL GROUPS,500,1.660
51986,All Websites [EUR],ALL GROUPS,250,4.600
51987,All Websites [EUR],ALL GROUPS,500,2.250
51988-BK,All Websites [EUR],ALL GROUPS,250,3.720
51988-BN,All Websites [EUR],ALL GROUPS,250,3.720
51989,All Websites [EUR],ALL GROUPS,250,6.850
51990-BK,All Websites [EUR],ALL GROUPS,500,2.530
51990-BN,All Websites [EUR],ALL GROUPS,500,2.530
51991-BK,All Websites [EUR],ALL GROUPS,100,9.790
51991-BN,All Websites [EUR],ALL GROUPS,100,9.790
51992-BK,All Websites [EUR],ALL GROUPS,250,5.880
51992-BN,All Websites [EUR],ALL GROUPS,250,5.880
51994-BE,All Websites [EUR],ALL GROUPS,2 a500,590
51994-BK,All Websites [EUR],ALL GROUPS,2 a500,590
51994-RD,All Websites [EUR],ALL GROUPS,2 a500,590
51994-WE,All Websites [EUR],ALL GROUPS,2 a500,590
51995-BK,All Websites [EUR],ALL GROUPS,500,3.220
51995-SR,All Websites [EUR],ALL GROUPS,500,3.220
51996-BK,All Websites [EUR],ALL GROUPS,1000,880
51997,All Websites [EUR],ALL GROUPS,500,2.930
51998,All Websites [EUR],ALL GROUPS,500,2.250
51999-BE,All Websites [EUR],ALL GROUPS,100,9.790
51999-BE-R,All Websites [EUR],ALL GROUPS,100,9.790
51999-BK,All Websites [EUR],ALL GROUPS,100,9.790
51999-BK-R,All Websites [EUR],ALL GROUPS,100,9.790
51999-GN,All Websites [EUR],ALL GROUPS,100,9.790
51999-GN-R,All Websites [EUR],ALL GROUPS,100,9.790
51999-MG,All Websites [EUR],ALL GROUPS,100,9.790
51999-WE,All Websites [EUR],ALL GROUPS,100,9.790
51999-WE-R,All Websites [EUR],ALL GROUPS,100,9.790
52000-BE,All Websites [EUR],ALL GROUPS,100,15.080
52000-BK,All Websites [EUR],ALL GROUPS,100,15.080
52000-MG,All Websites [EUR],ALL GROUPS,100,15.080
52000-RD,All Websites [EUR],ALL GROUPS,100,15.080
52000-WE,All Websites [EUR],ALL GROUPS,100,15.080
52001,All Websites [EUR],ALL GROUPS,500,1.950
52002,All Websites [EUR],ALL GROUPS,500,2.150
52003,All Websites [EUR],ALL GROUPS,500,1.950
52004,All Websites [EUR],ALL GROUPS,500,2.150
52005-BE,All Websites [EUR],ALL GROUPS,1000,880
52005-BK,All Websites [EUR],ALL GROUPS,1000,880
52005-GY,All Websites [EUR],ALL GROUPS,1000,880
52005-RD,All Websites [EUR],ALL GROUPS,1000,880
52005-SR,All Websites [EUR],ALL GROUPS,1000,880
52006-BK,All Websites [EUR],ALL GROUPS,250,3.900
52006-RD,All Websites [EUR],ALL GROUPS,250,3.900
52006-WE,All Websites [EUR],ALL GROUPS,250,3.900
52007,All Websites [EUR],ALL GROUPS,100,9.790
52008,All Websites [EUR],ALL GROUPS,100,9.790
52009,All Websites [EUR],ALL GROUPS,250,5.880
52011,All Websites [EUR],ALL GROUPS,1000,1.260
52013-BK,All Websites [EUR],ALL GROUPS,5000,380
52013-WE,All Websites [EUR],ALL GROUPS,5000,380
52014-WE,All Websites [EUR],ALL GROUPS,500,2.500
52016,All Websites [EUR],ALL GROUPS,100,7.830
52019-BE,All Websites [EUR],ALL GROUPS,1000,780
52019-DGY,All Websites [EUR],ALL GROUPS,1000,780
52019-RD,All Websites [EUR],ALL GROUPS,1000,780
52019-SR,All Websites [EUR],ALL GROUPS,1000,780
52020,All Websites [EUR],ALL GROUPS,250,3.900
52021,All Websites [EUR],ALL GROUPS,500,2.530
52022-BEWE,All Websites [EUR],ALL GROUPS,1000,1.160
52022-BKWE,All Websites [EUR],ALL GROUPS,1000,1.160
52022-RDWE,All Websites [EUR],ALL GROUPS,1000,1.160
52022-WEWE,All Websites [EUR],ALL GROUPS,1000,1.160
52023-BKC,All Websites [EUR],ALL GROUPS,250,3.900
52023-WEC,All Websites [EUR],ALL GROUPS,250,3.900
52024,All Websites [EUR],ALL GROUPS,250,6.850
52025,All Websites [EUR],ALL GROUPS,250,6.850
52026,All Websites [EUR],ALL GROUPS,100,10.490
52027-BKWE,All Websites [EUR],ALL GROUPS,250,3.900
52027-WEWE,All Websites [EUR],ALL GROUPS,250,3.900
52028-BK,All Websites [EUR],ALL GROUPS,100,24.200
52029-BE,All Websites [EUR],ALL GROUPS,500,3.420
52029-BK,All Websites [EUR],ALL GROUPS,500,3.420
52029-RD,All Websites [EUR],ALL GROUPS,500,3.420
52029-WE,All Websites [EUR],ALL GROUPS,500,3.420
52030-BK,All Websites [EUR],ALL GROUPS,500,1.950
52031-BK,All Websites [EUR],ALL GROUPS,250,3.620
52032,All Websites [EUR],ALL GROUPS,100,24.490
52033-BK,All Websites [EUR],ALL GROUPS,100,9.790
52034-BK,All Websites [EUR],ALL GROUPS,1000,1.330
52034-BKR,All Websites [EUR],ALL GROUPS,500,1.950
52034-WE,All Websites [EUR],ALL GROUPS,1000,1.330
52034-WER,All Websites [EUR],ALL GROUPS,500,1.950
52036,All Websites [EUR],ALL GROUPS,500,2.450
52037-BE,All Websites [EUR],ALL GROUPS,250,5.190
52037-BK,All Websites [EUR],ALL GROUPS,250,5.190
52037-RD,All Websites [EUR],ALL GROUPS,250,5.190
52037-WE,All Websites [EUR],ALL GROUPS,250,5.190
52038,All Websites [EUR],ALL GROUPS,100,12.260
52039-GY,All Websites [EUR],ALL GROUPS,500,2.450
52041-BE,All Websites [EUR],ALL GROUPS,100,11.560
52042-GY,All Websites [EUR],ALL GROUPS,250,5.590
52043,All Websites [EUR],ALL GROUPS,250,4.200
52044,All Websites [EUR],ALL GROUPS,250,5.730
52051,All Websites [EUR],ALL GROUPS,250,5.190
52052,All Websites [EUR],ALL GROUPS,100,13.920
52053,All Websites [EUR],ALL GROUPS,100,39.190
52054-SR,All Websites [EUR],ALL GROUPS,100,15.190
52054-WE,All Websites [EUR],ALL GROUPS,100,15.190
52055-BE,All Websites [EUR],ALL GROUPS,2 a500,580
52055-BK,All Websites [EUR],ALL GROUPS,2 a500,580
52055-BN,All Websites [EUR],ALL GROUPS,2 a500,580
52055-GN,All Websites [EUR],ALL GROUPS,2 a500,580
52055-RD,All Websites [EUR],ALL GROUPS,2 a500,580
52055-WE,All Websites [EUR],ALL GROUPS,2 a500,580
52056-BE,All Websites [EUR],ALL GROUPS,500,2.150
52056-BK,All Websites [EUR],ALL GROUPS,500,2.150
52056-DGN,All Websites [EUR],ALL GROUPS,500,2.150
52056-MG,All Websites [EUR],ALL GROUPS,500,2.150
52056-OE,All Websites [EUR],ALL GROUPS,500,2.150
52056-RD,All Websites [EUR],ALL GROUPS,500,2.150
52056-SR,All Websites [EUR],ALL GROUPS,500,2.150
52056-WE,All Websites [EUR],ALL GROUPS,500,2.150
52056-YW,All Websites [EUR],ALL GROUPS,500,2.150
52057-BK,All Websites [EUR],ALL GROUPS,500,2.250
52057-SR,All Websites [EUR],ALL GROUPS,500,2.250
52058,All Websites [EUR],ALL GROUPS,100,9.650
52059,All Websites [EUR],ALL GROUPS,100,12.730
52060-LBE,All Websites [EUR],ALL GROUPS,100,13.430
52061-BKLBE,All Websites [EUR],ALL GROUPS,100,25.480
52061-BKSR,All Websites [EUR],ALL GROUPS,100,25.480
52062,All Websites [EUR],ALL GROUPS,100,9.320
52063-BKBE,All Websites [EUR],ALL GROUPS,100,12.450
52063-BKBK,All Websites [EUR],ALL GROUPS,100,12.450
52063-BKRD,All Websites [EUR],ALL GROUPS,100,12.450
52064,All Websites [EUR],ALL GROUPS,100,19.120
52066,All Websites [EUR],ALL GROUPS,100,7.830
52068,All Websites [EUR],ALL GROUPS,250,6.850
52069,All Websites [EUR],ALL GROUPS,500,2.450
52070,All Websites [EUR],ALL GROUPS,100,8.330
52071,All Websites [EUR],ALL GROUPS,100,13.520
52072,All Websites [EUR],ALL GROUPS,100,10.780
52074,All Websites [EUR],ALL GROUPS,250,4.420
52075,All Websites [EUR],ALL GROUPS,100,34.290
52076,All Websites [EUR],ALL GROUPS,100,15.190
52077-BK,All Websites [EUR],ALL GROUPS,100,9.790
52077-GN,All Websites [EUR],ALL GROUPS,100,9.790
52077-LBE,All Websites [EUR],ALL GROUPS,100,9.790
52077-MG,All Websites [EUR],ALL GROUPS,100,9.790
52077-OE,All Websites [EUR],ALL GROUPS,100,9.790
52077-WE,All Websites [EUR],ALL GROUPS,100,9.790
52077-YW,All Websites [EUR],ALL GROUPS,100,9.790
52078-WE,All Websites [EUR],ALL GROUPS,250,5.390
52079,All Websites [EUR],ALL GROUPS,250,5.880
52081,All Websites [EUR],ALL GROUPS,250,4.890
52082-BK,All Websites [EUR],ALL GROUPS,250,6.850
52083-WE,All Websites [EUR],ALL GROUPS,250,5.880
52084-BK,All Websites [EUR],ALL GROUPS,100,31.860
52084-LBE,All Websites [EUR],ALL GROUPS,100,31.860
52084-RD,All Websites [EUR],ALL GROUPS,100,31.860
52086-BE,All Websites [EUR],ALL GROUPS,100,26.400
52086-BK,All Websites [EUR],ALL GROUPS,100,26.400
52086-GN,All Websites [EUR],ALL GROUPS,100,26.400
52086-RD,All Websites [EUR],ALL GROUPS,100,26.400
52086-WE,All Websites [EUR],ALL GROUPS,100,26.400
52088,All Websites [EUR],ALL GROUPS,100,10.280
52089-BK,All Websites [EUR],ALL GROUPS,100,78.350
52090,All Websites [EUR],ALL GROUPS,250,5.380
52093-BE,All Websites [EUR],ALL GROUPS,250,4.550
52093-GY,All Websites [EUR],ALL GROUPS,250,4.550
52093-LGN,All Websites [EUR],ALL GROUPS,250,4.550
52093-LMG,All Websites [EUR],ALL GROUPS,250,4.550
52093-OE,All Websites [EUR],ALL GROUPS,250,4.550
52093-PE,All Websites [EUR],ALL GROUPS,250,4.550
52093-RD,All Websites [EUR],ALL GROUPS,250,4.550
52093-YW,All Websites [EUR],ALL GROUPS,250,4.550
52094-WE,All Websites [EUR],ALL GROUPS,5000,330
52095,All Websites [EUR],ALL GROUPS,100,13.660
52096-WE,All Websites [EUR],ALL GROUPS,2 a500,580
52097,All Websites [EUR],ALL GROUPS,100,26.300
52098-GY,All Websites [EUR],ALL GROUPS,100,12.730
52099-BE,All Websites [EUR],ALL GROUPS,500,1.950
52099-BK,All Websites [EUR],ALL GROUPS,500,1.950
52099-RD,All Websites [EUR],ALL GROUPS,500,1.950
52099-SR,All Websites [EUR],ALL GROUPS,500,1.950
52100,All Websites [EUR],ALL GROUPS,100,7.830
52101,All Websites [EUR],ALL GROUPS,100,7.830
52102-BK,All Websites [EUR],ALL GROUPS,1000,1.060
52102-LGN,All Websites [EUR],ALL GROUPS,1000,1.060
52103-BKBK,All Websites [EUR],ALL GROUPS,5000,480
52103-SRBE,All Websites [EUR],ALL GROUPS,5000,480
52103-SRBK,All Websites [EUR],ALL GROUPS,5000,480
52103-SRRD,All Websites [EUR],ALL GROUPS,5000,480
52103-SRYW,All Websites [EUR],ALL GROUPS,5000,480
52104,All Websites [EUR],ALL GROUPS,100,14.690
52105-BK,All Websites [EUR],ALL GROUPS,100,8.800
52105-BN,All Websites [EUR],ALL GROUPS,100,8.800
52105-LGN,All Websites [EUR],ALL GROUPS,100,8.800
52106,All Websites [EUR],ALL GROUPS,100,12.550
52107,All Websites [EUR],ALL GROUPS,500,2.930
52108-WE,All Websites [EUR],ALL GROUPS,250,3.720
52110-SRBK,All Websites [EUR],ALL GROUPS,500,2.790
52111-BE,All Websites [EUR],ALL GROUPS,100,18.600
52111-BK,All Websites [EUR],ALL GROUPS,100,18.600
52111-RD,All Websites [EUR],ALL GROUPS,100,18.600
52112-BK,All Websites [EUR],ALL GROUPS,100,13.220
52113,All Websites [EUR],ALL GROUPS,100,10.780
52114,All Websites [EUR],ALL GROUPS,100,9.500
52115,All Websites [EUR],ALL GROUPS,100,19.590
52116-BK,All Websites [EUR],ALL GROUPS,100,16.650
52117,All Websites [EUR],ALL GROUPS,1000,1.360
52118,All Websites [EUR],ALL GROUPS,100,16.650
52119-WE,All Websites [EUR],ALL GROUPS,100,23.020
52120-BK,All Websites [EUR],ALL GROUPS,100,17.150
52122,All Websites [EUR],ALL GROUPS,250,5.380
52123-BE,All Websites [EUR],ALL GROUPS,500,2.450
52123-BK,All Websites [EUR],ALL GROUPS,500,2.450
52123-LGN,All Websites [EUR],ALL GROUPS,500,2.450
52123-RD,All Websites [EUR],ALL GROUPS,500,2.450
52123-WE,All Websites [EUR],ALL GROUPS,500,2.450
52124-LGN,All Websites [EUR],ALL GROUPS,1000,1.160
52124-MG,All Websites [EUR],ALL GROUPS,1000,1.160
52125,All Websites [EUR],ALL GROUPS,100,12.730
52126,All Websites [EUR],ALL GROUPS,100,14.690
52127,All Websites [EUR],ALL GROUPS,1000,1.160
52128,All Websites [EUR],ALL GROUPS,100,24.490
52129-BE,All Websites [EUR],ALL GROUPS,100,8.320
52129-GY,All Websites [EUR],ALL GROUPS,100,8.320
52129-LGN,All Websites [EUR],ALL GROUPS,100,8.320
52129-MG,All Websites [EUR],ALL GROUPS,100,8.320
52130-LGN,All Websites [EUR],ALL GROUPS,250,4.400
52131-LGN,All Websites [EUR],ALL GROUPS,250,5.880
52132-LGN,All Websites [EUR],ALL GROUPS,100,7.350
52133-LGN,All Websites [EUR],ALL GROUPS,100,9.790
52134,All Websites [EUR],ALL GROUPS,500,1.950
52135,All Websites [EUR],ALL GROUPS,500,2.450
52136,All Websites [EUR],ALL GROUPS,100,26.450
52137,All Websites [EUR],ALL GROUPS,100,9.790
52138,All Websites [EUR],ALL GROUPS,500,3.220
52139,All Websites [EUR],ALL GROUPS,250,3.720
52140,All Websites [EUR],ALL GROUPS,100,7.830
52141,All Websites [EUR],ALL GROUPS,100,11.280
52142,All Websites [EUR],ALL GROUPS,250,5.590
52143,All Websites [EUR],ALL GROUPS,250,6.700
52144,All Websites [EUR],ALL GROUPS,100,13.700
52145,All Websites [EUR],ALL GROUPS,100,7.830
52146,All Websites [EUR],ALL GROUPS,100,8.620
52147,All Websites [EUR],ALL GROUPS,100,8.330
52148,All Websites [EUR],ALL GROUPS,100,19.590
52149-BKC,All Websites [EUR],ALL GROUPS,250,3.900
52150-BKWE,All Websites [EUR],ALL GROUPS,250,3.900
52151,All Websites [EUR],ALL GROUPS,100,34.290
52152,All Websites [EUR],ALL GROUPS,100,11.750
52153,All Websites [EUR],ALL GROUPS,500,1.660
52154,All Websites [EUR],ALL GROUPS,500,1.660
52155,All Websites [EUR],ALL GROUPS,500,1.660
52156,All Websites [EUR],ALL GROUPS,500,1.660
54013,All Websites [EUR],ALL GROUPS,100,9.790
54015,All Websites [EUR],ALL GROUPS,250,4.400
60033,All Websites [EUR],ALL GROUPS,250,5.880
60035,All Websites [EUR],ALL GROUPS,250,5.880
60038-BE,All Websites [EUR],ALL GROUPS,250,6.850
60038-BK,All Websites [EUR],ALL GROUPS,250,6.480
60038-RD,All Websites [EUR],ALL GROUPS,250,6.850
60038-WE,All Websites [EUR],ALL GROUPS,250,6.480
6010158,All Websites [EUR],ALL GROUPS,2 a500,560
60123,All Websites [EUR],ALL GROUPS,500,2.930
60130-BK,All Websites [EUR],ALL GROUPS,500,3.220
60130-WE,All Websites [EUR],ALL GROUPS,500,3.220
60134,All Websites [EUR],ALL GROUPS,250,5.090
60136,All Websites [EUR],ALL GROUPS,500,2.930
