sku,tier_price_website,tier_price_customer_group,tier_price_qty,tier_price
51550,All Websites [EUR],ALL GROUPS,1,6.560
51551,All Websites [EUR],ALL GROUPS,1,11.180
51552,All Websites [EUR],ALL GROUPS,1,28.590
51554,All Websites [EUR],ALL GROUPS,1,2.990
51555,All Websites [EUR],ALL GROUPS,1,2.990
51556,All Websites [EUR],ALL GROUPS,1,4.820
51557,All Websites [EUR],ALL GROUPS,1,2.090
51558,All Websites [EUR],ALL GROUPS,1,3.130
51559,All Websites [EUR],ALL GROUPS,1,49.860
51560,All Websites [EUR],ALL GROUPS,1,11.860
51562-GD,All Websites [EUR],ALL GROUPS,1,1.730
51562-SR,All Websites [EUR],ALL GROUPS,1,1.730
51563,All Websites [EUR],ALL GROUPS,1,13.850
51566,All Websites [EUR],ALL GROUPS,1,9.990
51567,All Websites [EUR],ALL GROUPS,1,11.180
51568,All Websites [EUR],ALL GROUPS,1,15.730
51569,All Websites [EUR],ALL GROUPS,1,9.430
51570,All Websites [EUR],ALL GROUPS,1,10.650
51571,All Websites [EUR],ALL GROUPS,1,11.990
51572,All Websites [EUR],ALL GROUPS,1,11.990
51574,All Websites [EUR],ALL GROUPS,1,2.190
51576-GY,All Websites [EUR],ALL GROUPS,1,11.500
51576-RD,All Websites [EUR],ALL GROUPS,1,11.500
51577,All Websites [EUR],ALL GROUPS,1,4.600
51578,All Websites [EUR],ALL GROUPS,1,7.550
51579,All Websites [EUR],ALL GROUPS,1,7.330
51580,All Websites [EUR],ALL GROUPS,1,33.500
51581,All Websites [EUR],ALL GROUPS,1,28.900
51582-LGY,All Websites [EUR],ALL GROUPS,1,1.030
51583-LGY,All Websites [EUR],ALL GROUPS,1,3.560
51584-LGY,All Websites [EUR],ALL GROUPS,1,2.990
51585-LGY,All Websites [EUR],ALL GROUPS,1,6.200
51586-LGY,All Websites [EUR],ALL GROUPS,1,1.620
51587-LGY,All Websites [EUR],ALL GROUPS,1,2.300
51592,All Websites [EUR],ALL GROUPS,1,2.980
51593,All Websites [EUR],ALL GROUPS,1,2.980
51594,All Websites [EUR],ALL GROUPS,1,2.300
51595,All Websites [EUR],ALL GROUPS,1,2.300
51596,All Websites [EUR],ALL GROUPS,1,4.600
51601,All Websites [EUR],ALL GROUPS,1,31.490
51602,All Websites [EUR],ALL GROUPS,1,24.980
51603,All Websites [EUR],ALL GROUPS,1,37.390
51604,All Websites [EUR],ALL GROUPS,1,2.990
51606-BK,All Websites [EUR],ALL GROUPS,1,2.990
51606-SBE,All Websites [EUR],ALL GROUPS,1,2.990
51606-SBK,All Websites [EUR],ALL GROUPS,1,1.850
51608-BK,All Websites [EUR],ALL GROUPS,1,3.720
51608-SBE,All Websites [EUR],ALL GROUPS,1,3.720
51608-SBK,All Websites [EUR],ALL GROUPS,1,3.720
51610-BK,All Websites [EUR],ALL GROUPS,1,2.690
51610-OE,All Websites [EUR],ALL GROUPS,1,2.690
51610-SBK,All Websites [EUR],ALL GROUPS,1,2.690
51612,All Websites [EUR],ALL GROUPS,1,7.990
51613,All Websites [EUR],ALL GROUPS,1,8.790
51614,All Websites [EUR],ALL GROUPS,1,9.990
51615-BK,All Websites [EUR],ALL GROUPS,1,760
51615-RD,All Websites [EUR],ALL GROUPS,1,760
51615-WE,All Websites [EUR],ALL GROUPS,1,760
51618-BE,All Websites [EUR],ALL GROUPS,1,530
51618-BK,All Websites [EUR],ALL GROUPS,1,530
51618-RD,All Websites [EUR],ALL GROUPS,1,530
51618-WE,All Websites [EUR],ALL GROUPS,1,530
51619,All Websites [EUR],ALL GROUPS,1,16.790
51620,All Websites [EUR],ALL GROUPS,1,10.490
51621,All Websites [EUR],ALL GROUPS,1,12.590
51623,All Websites [EUR],ALL GROUPS,1,2.720
51625,All Websites [EUR],ALL GROUPS,1,14.990
51626,All Websites [EUR],ALL GROUPS,1,12.990
51627,All Websites [EUR],ALL GROUPS,1,6.290
51629-BK,All Websites [EUR],ALL GROUPS,1,1.100
51629-SR,All Websites [EUR],ALL GROUPS,1,1.100
51629-WE,All Websites [EUR],ALL GROUPS,1,1.100
51630,All Websites [EUR],ALL GROUPS,1,11.860
51631,All Websites [EUR],ALL GROUPS,1,4.990
51632,All Websites [EUR],ALL GROUPS,1,2.960
51633,All Websites [EUR],ALL GROUPS,1,2.090
51634,All Websites [EUR],ALL GROUPS,1,5.760
51635,All Websites [EUR],ALL GROUPS,1,19.520
51636,All Websites [EUR],ALL GROUPS,1,32.650
51637,All Websites [EUR],ALL GROUPS,1,23.090
51638-S,All Websites [EUR],ALL GROUPS,1,20.780
51639,All Websites [EUR],ALL GROUPS,1,37.260
51640,All Websites [EUR],ALL GROUPS,1,49.860
51641,All Websites [EUR],ALL GROUPS,1,1.880
51642,All Websites [EUR],ALL GROUPS,1,5.220
51643,All Websites [EUR],ALL GROUPS,1,5.230
51644,All Websites [EUR],ALL GROUPS,1,2.480
51645,All Websites [EUR],ALL GROUPS,1,11.700
51647,All Websites [EUR],ALL GROUPS,1,12.430
51648,All Websites [EUR],ALL GROUPS,1,4.090
51649,All Websites [EUR],ALL GROUPS,1,32.390
51650-BK,All Websites [EUR],ALL GROUPS,1,630
51650-SR,All Websites [EUR],ALL GROUPS,1,630
51651,All Websites [EUR],ALL GROUPS,1,8.920
51652,All Websites [EUR],ALL GROUPS,1,9.330
51653,All Websites [EUR],ALL GROUPS,1,13.330
51654,All Websites [EUR],ALL GROUPS,1,3.500
51655,All Websites [EUR],ALL GROUPS,1,3.500
51656,All Websites [EUR],ALL GROUPS,1,1.850
51657,All Websites [EUR],ALL GROUPS,1,5.460
51658,All Websites [EUR],ALL GROUPS,1,6.290
51659,All Websites [EUR],ALL GROUPS,1,24.980
51660,All Websites [EUR],ALL GROUPS,1,3.720
51661,All Websites [EUR],ALL GROUPS,1,4.990
51663,All Websites [EUR],ALL GROUPS,1,6.790
51665-WE,All Websites [EUR],ALL GROUPS,1,1.520
51666-BK,All Websites [EUR],ALL GROUPS,1,14.990
51666-WE,All Websites [EUR],ALL GROUPS,1,14.990
51667,All Websites [EUR],ALL GROUPS,1,29.900
51668,All Websites [EUR],ALL GROUPS,1,8.350
51669,All Websites [EUR],ALL GROUPS,1,3.990
51671,All Websites [EUR],ALL GROUPS,1,17.420
51672,All Websites [EUR],ALL GROUPS,1,12.430
51673,All Websites [EUR],ALL GROUPS,1,4.600
51674,All Websites [EUR],ALL GROUPS,1,11.490
51676,All Websites [EUR],ALL GROUPS,1,3.120
51677-BE,All Websites [EUR],ALL GROUPS,1,920
51677-BK,All Websites [EUR],ALL GROUPS,1,920
51677-RD,All Websites [EUR],ALL GROUPS,1,920
51677-SR,All Websites [EUR],ALL GROUPS,1,920
51679,All Websites [EUR],ALL GROUPS,1,18.680
51681-BK,All Websites [EUR],ALL GROUPS,1,26.680
51681-S,All Websites [EUR],ALL GROUPS,1,26.680
51683,All Websites [EUR],ALL GROUPS,1,12.080
51684,All Websites [EUR],ALL GROUPS,1,7.330
51685,All Websites [EUR],ALL GROUPS,1,47.990
51688-WEBE,All Websites [EUR],ALL GROUPS,1,280
51688-WEBK,All Websites [EUR],ALL GROUPS,1,280
51688-WELGN,All Websites [EUR],ALL GROUPS,1,280
51688-WEMG,All Websites [EUR],ALL GROUPS,1,280
51688-WEOE,All Websites [EUR],ALL GROUPS,1,180
51688-WERD,All Websites [EUR],ALL GROUPS,1,280
51688-WEWE,All Websites [EUR],ALL GROUPS,1,280
51688-WEYW,All Websites [EUR],ALL GROUPS,1,280
51689-BK,All Websites [EUR],ALL GROUPS,1,4.190
51689-S,All Websites [EUR],ALL GROUPS,1,4.190
51689-WE,All Websites [EUR],ALL GROUPS,1,4.190
51690-BK,All Websites [EUR],ALL GROUPS,1,1.250
51690-WE,All Websites [EUR],ALL GROUPS,1,1.250
51693-BK,All Websites [EUR],ALL GROUPS,1,1.150
51693-WE,All Websites [EUR],ALL GROUPS,1,1.150
51694-BK,All Websites [EUR],ALL GROUPS,1,1.150
51694-BKR,All Websites [EUR],ALL GROUPS,1,2.090
51694-WE,All Websites [EUR],ALL GROUPS,1,1.150
51694-WER,All Websites [EUR],ALL GROUPS,1,2.090
51695-BK,All Websites [EUR],ALL GROUPS,1,5.980
51695-WE,All Websites [EUR],ALL GROUPS,1,5.980
51707-BE,All Websites [EUR],ALL GROUPS,1,390
51707-BK,All Websites [EUR],ALL GROUPS,1,390
51707-DGY,All Websites [EUR],ALL GROUPS,1,390
51707-RD,All Websites [EUR],ALL GROUPS,1,390
51708-BE,All Websites [EUR],ALL GROUPS,1,390
51708-BK,All Websites [EUR],ALL GROUPS,1,390
51708-DGY,All Websites [EUR],ALL GROUPS,1,390
51708-RD,All Websites [EUR],ALL GROUPS,1,390
51708-SR,All Websites [EUR],ALL GROUPS,1,390
51709-BE,All Websites [EUR],ALL GROUPS,1,280
51709-BK,All Websites [EUR],ALL GROUPS,1,280
51709-DGY,All Websites [EUR],ALL GROUPS,1,280
51709-RD,All Websites [EUR],ALL GROUPS,1,280
51709-SR,All Websites [EUR],ALL GROUPS,1,280
51713-BK,All Websites [EUR],ALL GROUPS,1,1.230
51713-SR,All Websites [EUR],ALL GROUPS,1,1.230
51714,All Websites [EUR],ALL GROUPS,1,14.990
51715,All Websites [EUR],ALL GROUPS,1,11.990
51716,All Websites [EUR],ALL GROUPS,1,7.990
51717,All Websites [EUR],ALL GROUPS,1,1.150
51718,All Websites [EUR],ALL GROUPS,1,5.760
51719,All Websites [EUR],ALL GROUPS,1,5.990
51720,All Websites [EUR],ALL GROUPS,1,7.330
51721-BK,All Websites [EUR],ALL GROUPS,1,1.290
51721-BKR,All Websites [EUR],ALL GROUPS,1,2.090
51721-WE,All Websites [EUR],ALL GROUPS,1,1.360
51721-WER,All Websites [EUR],ALL GROUPS,1,2.090
51722,All Websites [EUR],ALL GROUPS,1,9.990
51723,All Websites [EUR],ALL GROUPS,1,2.390
51724,All Websites [EUR],ALL GROUPS,1,4.990
51725,All Websites [EUR],ALL GROUPS,1,6.200
51726,All Websites [EUR],ALL GROUPS,1,8.080
51727,All Websites [EUR],ALL GROUPS,1,7.330
51728,All Websites [EUR],ALL GROUPS,1,11.530
51729,All Websites [EUR],ALL GROUPS,1,4.390
51730,All Websites [EUR],ALL GROUPS,1,9.960
51731,All Websites [EUR],ALL GROUPS,1,6.200
51732,All Websites [EUR],ALL GROUPS,1,790
51733,All Websites [EUR],ALL GROUPS,1,790
51734,All Websites [EUR],ALL GROUPS,1,2.930
51735-BK,All Websites [EUR],ALL GROUPS,1,290
51735-RD,All Websites [EUR],ALL GROUPS,1,290
51735-SR,All Websites [EUR],ALL GROUPS,1,290
51736,All Websites [EUR],ALL GROUPS,1,12.430
51737,All Websites [EUR],ALL GROUPS,1,6.200
51738,All Websites [EUR],ALL GROUPS,1,3.990
51739,All Websites [EUR],ALL GROUPS,1,6.920
51740,All Websites [EUR],ALL GROUPS,1,6.920
51741,All Websites [EUR],ALL GROUPS,1,8.390
51742-BK,All Websites [EUR],ALL GROUPS,1,1.460
51742-SR,All Websites [EUR],ALL GROUPS,1,1.460
51742-WE,All Websites [EUR],ALL GROUPS,1,1.460
51743,All Websites [EUR],ALL GROUPS,1,29.990
51744,All Websites [EUR],ALL GROUPS,1,25.700
51745-DGY,All Websites [EUR],ALL GROUPS,1,3.500
51745-SR,All Websites [EUR],ALL GROUPS,1,3.500
51746-BK,All Websites [EUR],ALL GROUPS,1,330
51746-SR,All Websites [EUR],ALL GROUPS,1,330
51746-WE,All Websites [EUR],ALL GROUPS,1,330
51747,All Websites [EUR],ALL GROUPS,1,7.990
51748,All Websites [EUR],ALL GROUPS,1,6.990
51749,All Websites [EUR],ALL GROUPS,1,15.730
51751,All Websites [EUR],ALL GROUPS,1,9.790
51752,All Websites [EUR],ALL GROUPS,1,4.190
51754,All Websites [EUR],ALL GROUPS,1,2.720
51755,All Websites [EUR],ALL GROUPS,1,7.100
51756,All Websites [EUR],ALL GROUPS,1,5.760
51757,All Websites [EUR],ALL GROUPS,1,23.050
51758,All Websites [EUR],ALL GROUPS,1,22.360
51759,All Websites [EUR],ALL GROUPS,1,24.980
51760,All Websites [EUR],ALL GROUPS,1,13.630
51761,All Websites [EUR],ALL GROUPS,1,5.990
51762,All Websites [EUR],ALL GROUPS,1,6.990
51763,All Websites [EUR],ALL GROUPS,1,7.990
51764-BK,All Websites [EUR],ALL GROUPS,1,3.130
51764-OE,All Websites [EUR],ALL GROUPS,1,3.130
51765-BK,All Websites [EUR],ALL GROUPS,1,4.190
51765-OE,All Websites [EUR],ALL GROUPS,1,4.190
51766-SR,All Websites [EUR],ALL GROUPS,1,6.290
51767-L,All Websites [EUR],ALL GROUPS,1,6.880
51767-S,All Websites [EUR],ALL GROUPS,1,3.460
51767-XL,All Websites [EUR],ALL GROUPS,1,9.960
51771,All Websites [EUR],ALL GROUPS,1,19.990
51772,All Websites [EUR],ALL GROUPS,1,6.590
51773,All Websites [EUR],ALL GROUPS,1,2.990
51774,All Websites [EUR],ALL GROUPS,1,7.990
51776,All Websites [EUR],ALL GROUPS,1,19.990
51777-BK,All Websites [EUR],ALL GROUPS,1,4.990
51777-BK-R,All Websites [EUR],ALL GROUPS,1,4.990
51777-WE,All Websites [EUR],ALL GROUPS,1,4.990
51777-WE-R,All Websites [EUR],ALL GROUPS,1,4.990
51778,All Websites [EUR],ALL GROUPS,1,3.990
51779-BE,All Websites [EUR],ALL GROUPS,1,13.990
51779-BK,All Websites [EUR],ALL GROUPS,1,13.990
51779-RD,All Websites [EUR],ALL GROUPS,1,13.990
51779-WE,All Websites [EUR],ALL GROUPS,1,13.990
51780-BE,All Websites [EUR],ALL GROUPS,1,13.580
51780-BK,All Websites [EUR],ALL GROUPS,1,13.580
51780-RD,All Websites [EUR],ALL GROUPS,1,17.990
51780-WE,All Websites [EUR],ALL GROUPS,1,13.580
51781,All Websites [EUR],ALL GROUPS,1,4.990
51782,All Websites [EUR],ALL GROUPS,1,14.290
51783,All Websites [EUR],ALL GROUPS,1,19.990
51784-BE,All Websites [EUR],ALL GROUPS,1,3.990
51784-BK,All Websites [EUR],ALL GROUPS,1,3.990
51784-RD,All Websites [EUR],ALL GROUPS,1,3.990
51784-SR,All Websites [EUR],ALL GROUPS,1,3.990
51785,All Websites [EUR],ALL GROUPS,1,9.990
51789-BE,All Websites [EUR],ALL GROUPS,1,3.790
51789-BK,All Websites [EUR],ALL GROUPS,1,3.790
51789-RD,All Websites [EUR],ALL GROUPS,1,3.790
51789-WE,All Websites [EUR],ALL GROUPS,1,3.790
51790-BE,All Websites [EUR],ALL GROUPS,1,930
51790-BK,All Websites [EUR],ALL GROUPS,1,930
51791-BK,All Websites [EUR],ALL GROUPS,1,1.550
51791-DBE,All Websites [EUR],ALL GROUPS,1,1.550
51791-LGN,All Websites [EUR],ALL GROUPS,1,1.550
51791-RD,All Websites [EUR],ALL GROUPS,1,1.550
51792-BK,All Websites [EUR],ALL GROUPS,1,1.290
51792-DBE,All Websites [EUR],ALL GROUPS,1,1.290
51792-LGN,All Websites [EUR],ALL GROUPS,1,1.290
51792-RD,All Websites [EUR],ALL GROUPS,1,1.290
51793-BE,All Websites [EUR],ALL GROUPS,1,300
51793-WE,All Websites [EUR],ALL GROUPS,1,300
51794-BE,All Websites [EUR],ALL GROUPS,1,400
51794-LBN,All Websites [EUR],ALL GROUPS,1,400
51794-RD,All Websites [EUR],ALL GROUPS,1,400
51795-BE,All Websites [EUR],ALL GROUPS,1,250
51795-LBN,All Websites [EUR],ALL GROUPS,1,250
51795-RD,All Websites [EUR],ALL GROUPS,1,250
51796-BK,All Websites [EUR],ALL GROUPS,1,850
51796-DBE,All Websites [EUR],ALL GROUPS,1,850
51796-LGN,All Websites [EUR],ALL GROUPS,1,850
51796-RD,All Websites [EUR],ALL GROUPS,1,850
51797-WE,All Websites [EUR],ALL GROUPS,1,9.990
51798-WE,All Websites [EUR],ALL GROUPS,1,54.800
51799,All Websites [EUR],ALL GROUPS,1,10.390
51800-WE,All Websites [EUR],ALL GROUPS,1,5.990
51801-BE,All Websites [EUR],ALL GROUPS,1,1.290
51801-BK,All Websites [EUR],ALL GROUPS,1,1.290
51801-RD,All Websites [EUR],ALL GROUPS,1,1.290
51801-WE,All Websites [EUR],ALL GROUPS,1,1.290
51802-BK,All Websites [EUR],ALL GROUPS,1,5.790
51803-BK,All Websites [EUR],ALL GROUPS,1,4.720
51804-BK,All Websites [EUR],ALL GROUPS,1,1.990
51805-BK,All Websites [EUR],ALL GROUPS,1,2.990
51806-BK,All Websites [EUR],ALL GROUPS,1,2.720
51808-BK,All Websites [EUR],ALL GROUPS,1,4.820
51809-BK,All Websites [EUR],ALL GROUPS,1,7.330
51810,All Websites [EUR],ALL GROUPS,1,7.990
51811,All Websites [EUR],ALL GROUPS,1,5.230
51812-WE,All Websites [EUR],ALL GROUPS,1,2.090
51813-WE,All Websites [EUR],ALL GROUPS,1,2.130
51815-WE,All Websites [EUR],ALL GROUPS,1,1.980
51816-BK,All Websites [EUR],ALL GROUPS,1,25.700
51817-BK,All Websites [EUR],ALL GROUPS,1,11.990
51817-WE,All Websites [EUR],ALL GROUPS,1,11.990
51818-BK,All Websites [EUR],ALL GROUPS,1,31.490
51819,All Websites [EUR],ALL GROUPS,1,7.330
51820-BK,All Websites [EUR],ALL GROUPS,1,5.230
51820-WE,All Websites [EUR],ALL GROUPS,1,5.230
51821-BK,All Websites [EUR],ALL GROUPS,1,7.990
51821-WE,All Websites [EUR],ALL GROUPS,1,7.990
51822-BE,All Websites [EUR],ALL GROUPS,1,1.230
51822-BK,All Websites [EUR],ALL GROUPS,1,1.230
51822-MG,All Websites [EUR],ALL GROUPS,1,1.230
51822-SR,All Websites [EUR],ALL GROUPS,1,1.230
51823-BK,All Websites [EUR],ALL GROUPS,1,11.860
51824,All Websites [EUR],ALL GROUPS,1,930
51825-BK,All Websites [EUR],ALL GROUPS,1,5.620
51827,All Websites [EUR],ALL GROUPS,1,8.080
51830-BE,All Websites [EUR],ALL GROUPS,1,480
51830-BK,All Websites [EUR],ALL GROUPS,1,480
51830-RD,All Websites [EUR],ALL GROUPS,1,480
51831-BK,All Websites [EUR],ALL GROUPS,1,11.860
51832-BE,All Websites [EUR],ALL GROUPS,1,3.550
51832-BK,All Websites [EUR],ALL GROUPS,1,3.550
51832-LGN,All Websites [EUR],ALL GROUPS,1,3.550
51832-MG,All Websites [EUR],ALL GROUPS,1,3.550
51832-RD,All Websites [EUR],ALL GROUPS,1,3.550
51832-SR,All Websites [EUR],ALL GROUPS,1,3.550
51832-WE,All Websites [EUR],ALL GROUPS,1,3.550
51833-BK,All Websites [EUR],ALL GROUPS,1,8.720
51833-WE,All Websites [EUR],ALL GROUPS,1,8.720
51834-BE,All Websites [EUR],ALL GROUPS,1,1.460
51836,All Websites [EUR],ALL GROUPS,1,13.990
51837-BKR,All Websites [EUR],ALL GROUPS,1,1.880
51837-WER,All Websites [EUR],ALL GROUPS,1,1.880
51839,All Websites [EUR],ALL GROUPS,1,5.230
51840,All Websites [EUR],ALL GROUPS,1,7.330
51842-BK,All Websites [EUR],ALL GROUPS,1,24.980
51843-RD,All Websites [EUR],ALL GROUPS,1,2.980
51845,All Websites [EUR],ALL GROUPS,1,1.720
51845-BE,All Websites [EUR],ALL GROUPS,1,1.720
51845-RD,All Websites [EUR],ALL GROUPS,1,1.720
51846-BK,All Websites [EUR],ALL GROUPS,1,2.090
51847-BK,All Websites [EUR],ALL GROUPS,1,6.290
51848-SR,All Websites [EUR],ALL GROUPS,1,4.600
51849-BK,All Websites [EUR],ALL GROUPS,1,3.250
51849-WE,All Websites [EUR],ALL GROUPS,1,3.250
51850,All Websites [EUR],ALL GROUPS,1,5.500
51851-WE,All Websites [EUR],ALL GROUPS,1,4.890
51852-BK,All Websites [EUR],ALL GROUPS,1,18.480
51853,All Websites [EUR],ALL GROUPS,1,12.430
51854,All Websites [EUR],ALL GROUPS,1,12.430
51855,All Websites [EUR],ALL GROUPS,1,4.090
51856,All Websites [EUR],ALL GROUPS,1,9.430
51857-BK,All Websites [EUR],ALL GROUPS,1,2.930
51857-WE,All Websites [EUR],ALL GROUPS,1,2.930
51858-BK,All Websites [EUR],ALL GROUPS,1,2.300
51858-WE,All Websites [EUR],ALL GROUPS,1,2.300
51859-BKR,All Websites [EUR],ALL GROUPS,1,4.090
51859-SR,All Websites [EUR],ALL GROUPS,1,4.090
51860,All Websites [EUR],ALL GROUPS,1,12.590
51861-WE,All Websites [EUR],ALL GROUPS,1,5.620
51862,All Websites [EUR],ALL GROUPS,1,4.990
51863,All Websites [EUR],ALL GROUPS,1,6.920
51864,All Websites [EUR],ALL GROUPS,1,11.530
51865,All Websites [EUR],ALL GROUPS,1,88.880
51866-BK,All Websites [EUR],ALL GROUPS,1,9.650
51866-SR,All Websites [EUR],ALL GROUPS,1,9.650
51866-WE,All Websites [EUR],ALL GROUPS,1,9.650
51867-BK,All Websites [EUR],ALL GROUPS,1,4.090
51868-BE,All Websites [EUR],ALL GROUPS,1,3.790
51868-BK,All Websites [EUR],ALL GROUPS,1,3.790
51868-BN,All Websites [EUR],ALL GROUPS,1,3.790
51870-BE,All Websites [EUR],ALL GROUPS,1,1.150
51870-BK,All Websites [EUR],ALL GROUPS,1,1.150
51870-RD,All Websites [EUR],ALL GROUPS,1,1.150
51870-SR,All Websites [EUR],ALL GROUPS,1,1.150
51871-GY,All Websites [EUR],ALL GROUPS,1,6.920
51872,All Websites [EUR],ALL GROUPS,1,32.960
51873,All Websites [EUR],ALL GROUPS,1,12.080
51874,All Websites [EUR],ALL GROUPS,1,6.920
51875-BK,All Websites [EUR],ALL GROUPS,1,11.530
51876,All Websites [EUR],ALL GROUPS,1,8.180
51877,All Websites [EUR],ALL GROUPS,1,9.020
51878-BK,All Websites [EUR],ALL GROUPS,1,1.560
51878-WE,All Websites [EUR],ALL GROUPS,1,1.560
51879-BKBK,All Websites [EUR],ALL GROUPS,1,5.760
51879-BKWE,All Websites [EUR],ALL GROUPS,1,5.760
51880,All Websites [EUR],ALL GROUPS,1,1.460
51881,All Websites [EUR],ALL GROUPS,1,9.230
51882,All Websites [EUR],ALL GROUPS,1,7.760
51883-BE,All Websites [EUR],ALL GROUPS,1,920
51883-BK,All Websites [EUR],ALL GROUPS,1,920
51883-RD,All Websites [EUR],ALL GROUPS,1,920
51883-WE,All Websites [EUR],ALL GROUPS,1,920
51884-BK,All Websites [EUR],ALL GROUPS,1,3.990
51884-SR,All Websites [EUR],ALL GROUPS,1,3.990
51888-BK,All Websites [EUR],ALL GROUPS,1,5.500
51888-BK-R,All Websites [EUR],ALL GROUPS,1,5.500
51888-WE,All Websites [EUR],ALL GROUPS,1,5.500
51888-WE-R,All Websites [EUR],ALL GROUPS,1,5.500
51889-BK,All Websites [EUR],ALL GROUPS,1,790
51889-WE,All Websites [EUR],ALL GROUPS,1,790
51891-BKR,All Websites [EUR],ALL GROUPS,1,2.090
51891-WER,All Websites [EUR],ALL GROUPS,1,2.090
51892-RD,All Websites [EUR],ALL GROUPS,1,3.460
51893,All Websites [EUR],ALL GROUPS,1,1.360
51894,All Websites [EUR],ALL GROUPS,1,1.520
51895,All Websites [EUR],ALL GROUPS,1,25.700
51896,All Websites [EUR],ALL GROUPS,1,11.180
51897,All Websites [EUR],ALL GROUPS,1,6.920
51898,All Websites [EUR],ALL GROUPS,1,3.990
51899,All Websites [EUR],ALL GROUPS,1,4.990
51900,All Websites [EUR],ALL GROUPS,1,14.990
51902-WE,All Websites [EUR],ALL GROUPS,1,260
51903-WE,All Websites [EUR],ALL GROUPS,1,1.250
51904-BE,All Websites [EUR],ALL GROUPS,1,2.720
51904-BK,All Websites [EUR],ALL GROUPS,1,2.720
51905,All Websites [EUR],ALL GROUPS,1,2.130
51906,All Websites [EUR],ALL GROUPS,1,4.990
51907,All Websites [EUR],ALL GROUPS,1,11.530
51908-BE,All Websites [EUR],ALL GROUPS,1,990
51908-BK,All Websites [EUR],ALL GROUPS,1,990
51908-RD,All Websites [EUR],ALL GROUPS,1,990
51908-WE,All Websites [EUR],ALL GROUPS,1,990
51910,All Websites [EUR],ALL GROUPS,1,6.990
51911,All Websites [EUR],ALL GROUPS,1,17.850
51912-BK,All Websites [EUR],ALL GROUPS,1,3.090
51912-GY,All Websites [EUR],ALL GROUPS,1,3.090
51912-SR,All Websites [EUR],ALL GROUPS,1,3.090
51913,All Websites [EUR],ALL GROUPS,1,20.520
51914,All Websites [EUR],ALL GROUPS,1,77.780
51915,All Websites [EUR],ALL GROUPS,1,32.990
51916-BE,All Websites [EUR],ALL GROUPS,1,750
51916-BK,All Websites [EUR],ALL GROUPS,1,750
51916-WE,All Websites [EUR],ALL GROUPS,1,750
51917-BE,All Websites [EUR],ALL GROUPS,1,330
51917-RD,All Websites [EUR],ALL GROUPS,1,330
51917-WE,All Websites [EUR],ALL GROUPS,1,330
51918-WE,All Websites [EUR],ALL GROUPS,1,190
51919-BE,All Websites [EUR],ALL GROUPS,1,1.490
51919-RD,All Websites [EUR],ALL GROUPS,1,1.490
51919-WE,All Websites [EUR],ALL GROUPS,1,1.490
51920-WE,All Websites [EUR],ALL GROUPS,1,260
51921-DBE,All Websites [EUR],ALL GROUPS,1,290
51921-GY,All Websites [EUR],ALL GROUPS,1,290
51921-RD,All Websites [EUR],ALL GROUPS,1,290
51922-WEBE,All Websites [EUR],ALL GROUPS,1,550
51922-WERD,All Websites [EUR],ALL GROUPS,1,550
51922-WEWE,All Websites [EUR],ALL GROUPS,1,550
51923-WEBE,All Websites [EUR],ALL GROUPS,1,550
51923-WEGY,All Websites [EUR],ALL GROUPS,1,550
51923-WERD,All Websites [EUR],ALL GROUPS,1,550
51924-WE,All Websites [EUR],ALL GROUPS,1,1.720
51925-BE,All Websites [EUR],ALL GROUPS,1,1.990
51925-BK,All Websites [EUR],ALL GROUPS,1,1.990
51925-RD,All Websites [EUR],ALL GROUPS,1,1.990
51926,All Websites [EUR],ALL GROUPS,1,800
51927,All Websites [EUR],ALL GROUPS,1,800
51928,All Websites [EUR],ALL GROUPS,1,800
51929,All Websites [EUR],ALL GROUPS,1,8.500
51930,All Websites [EUR],ALL GROUPS,1,4.990
51932-WE,All Websites [EUR],ALL GROUPS,1,560
51934,All Websites [EUR],ALL GROUPS,1,3.490
51935,All Websites [EUR],ALL GROUPS,1,11.530
51936-BE,All Websites [EUR],ALL GROUPS,1,1.690
51936-BK,All Websites [EUR],ALL GROUPS,1,1.690
51936-MG,All Websites [EUR],ALL GROUPS,1,1.690
51936-OE,All Websites [EUR],ALL GROUPS,1,1.690
51936-RD,All Websites [EUR],ALL GROUPS,1,1.690
51936-WE,All Websites [EUR],ALL GROUPS,1,1.690
51938,All Websites [EUR],ALL GROUPS,1,4.090
