sku,qty,price,errors
10284,100.000,1.680,"Product Type is invalid or not supported"
10284-M,100.000,1.460,"Product Type is invalid or not supported"
10285-BE,100.000,1.880,"Product Type is invalid or not supported"
10285-BK,100.000,1.880,"Product Type is invalid or not supported"
10286-BK,100.000,0.830,"Product Type is invalid or not supported"
10286-WE,100.000,0.830,"Product Type is invalid or not supported"
10289,100.000,2.720,"Product Type is invalid or not supported"
10290,100.000,2.400,"Product Type is invalid or not supported"
10291,100.000,2.720,"Product Type is invalid or not supported"
10292,100.000,2.820,"Product Type is invalid or not supported"
10294,100.000,1.560,"Product Type is invalid or not supported"
10295-BK,100.000,0.690,"Product Type is invalid or not supported"
10295-SR,100.000,0.690,"Product Type is invalid or not supported"
10296-BK,100.000,0.490,"Product Type is invalid or not supported"
10296-SR,100.000,0.490,"Product Type is invalid or not supported"
10297-BK,100.000,1.030,"Product Type is invalid or not supported"
10297-DBE,100.000,1.030,"Product Type is invalid or not supported"
10297-DGN,100.000,1.030,"Product Type is invalid or not supported"
10297-GD,100.000,1.030,"Product Type is invalid or not supported"
10297-OE,100.000,1.030,"Product Type is invalid or not supported"
10297-SR,100.000,1.030,"Product Type is invalid or not supported"
10298-BK,100.000,0.560,"Product Type is invalid or not supported"
10298-RD,100.000,0.560,"Product Type is invalid or not supported"
10300-GM,100.000,2.930,"Product Type is invalid or not supported"
10301-GM,100.000,3.130,"Product Type is invalid or not supported"
10303-BK,100.000,0.920,"Product Type is invalid or not supported"
10303-DBE,100.000,0.920,"Product Type is invalid or not supported"
10303-DGY,100.000,0.920,"Product Type is invalid or not supported"
10303-LGN,100.000,0.920,"Product Type is invalid or not supported"
10303-OE,100.000,0.920,"Product Type is invalid or not supported"
10303-RD,100.000,0.920,"Product Type is invalid or not supported"
10303-SR,100.000,0.920,"Product Type is invalid or not supported"
10306,100.000,2.090,"Product Type is invalid or not supported"
10307,100.000,1.680,"Product Type is invalid or not supported"
10308,100.000,2.090,"Product Type is invalid or not supported"
10309-BE,100.000,1.180,"Product Type is invalid or not supported"
10309-BK,100.000,1.180,"Product Type is invalid or not supported"
10309-LBE,100.000,1.180,"Product Type is invalid or not supported"
10309-LGN,100.000,1.180,"Product Type is invalid or not supported"
10309-LMG,100.000,1.180,"Product Type is invalid or not supported"
10309-OE,100.000,1.180,"Product Type is invalid or not supported"
10309-PE,100.000,1.180,"Product Type is invalid or not supported"
10309-RD,100.000,1.180,"Product Type is invalid or not supported"
10309-WE,100.000,1.180,"Product Type is invalid or not supported"
10311,100.000,1.780,"Product Type is invalid or not supported"
10312,100.000,1.780,"Product Type is invalid or not supported"
10313,100.000,1.780,"Product Type is invalid or not supported"
10314,100.000,1.780,"Product Type is invalid or not supported"
10315,100.000,1.960,"Product Type is invalid or not supported"
10316,100.000,2.500,"Product Type is invalid or not supported"
10317,100.000,2.500,"Product Type is invalid or not supported"
10318,100.000,2.500,"Product Type is invalid or not supported"
10319,100.000,1.560,"Product Type is invalid or not supported"
10320,100.000,2.620,"Product Type is invalid or not supported"
10321-BK,100.000,2.090,"Product Type is invalid or not supported"
10322,100.000,1.560,"Product Type is invalid or not supported"
10325-BE,100.000,3.490,"Product Type is invalid or not supported"
10325-DGY,100.000,3.490,"Product Type is invalid or not supported"
10327,100.000,1.700,"Product Type is invalid or not supported"
10328,100.000,1.700,"Product Type is invalid or not supported"
10329,100.000,1.700,"Product Type is invalid or not supported"
10330,100.000,1.700,"Product Type is invalid or not supported"
10331,100.000,1.700,"Product Type is invalid or not supported"
10332,100.000,1.700,"Product Type is invalid or not supported"
10333,100.000,1.850,"Product Type is invalid or not supported"
10334,100.000,1.850,"Product Type is invalid or not supported"
10335,100.000,1.850,"Product Type is invalid or not supported"
10336,100.000,2.690,"Product Type is invalid or not supported"
10337,100.000,2.490,"Product Type is invalid or not supported"
10338-BE,100.000,1.690,"Product Type is invalid or not supported"
10338-BK,100.000,1.690,"Product Type is invalid or not supported"
10338-LGN,100.000,1.690,"Product Type is invalid or not supported"
10338-RD,100.000,1.690,"Product Type is invalid or not supported"
10338-WE,100.000,1.690,"Product Type is invalid or not supported"
10338-YW,100.000,1.690,"Product Type is invalid or not supported"
10339-BE,100.000,1.690,"Product Type is invalid or not supported"
10339-BK,100.000,1.690,"Product Type is invalid or not supported"
10339-LGN,100.000,1.690,"Product Type is invalid or not supported"
10339-RD,100.000,1.690,"Product Type is invalid or not supported"
10339-WE,100.000,1.690,"Product Type is invalid or not supported"
10339-YW,100.000,1.690,"Product Type is invalid or not supported"
10340-BE,100.000,0.390,"Product Type is invalid or not supported"
10340-RD,100.000,0.390,"Product Type is invalid or not supported"
10341-BE,100.000,0.390,"Product Type is invalid or not supported"
10341-BK,100.000,0.390,"Product Type is invalid or not supported"
10341-OE,100.000,0.390,"Product Type is invalid or not supported"
10341-RD,100.000,0.390,"Product Type is invalid or not supported"
10341-WE,100.000,0.390,"Product Type is invalid or not supported"
10341-YW,100.000,0.390,"Product Type is invalid or not supported"
19011-SR/W,100.000,1.990,"Product Type is invalid or not supported"
19013-SR/W,100.000,2.290,"Product Type is invalid or not supported"
19017,100.000,6.460,"Product Type is invalid or not supported"
19018,100.000,6.150,"Product Type is invalid or not supported"
19022,100.000,7.330,"Product Type is invalid or not supported"
19023,100.000,15.730,"Product Type is invalid or not supported"
19027,100.000,49.330,"Product Type is invalid or not supported"
19031,100.000,10.450,"Product Type is invalid or not supported"
19033,100.000,3.460,"Product Type is invalid or not supported"
19036,100.000,1.990,"Product Type is invalid or not supported"
19037,100.000,3.560,"Product Type is invalid or not supported"
19039,100.000,2.620,"Product Type is invalid or not supported"
19040-BK,100.000,1.850,"Product Type is invalid or not supported"
19040-SR,100.000,1.850,"Product Type is invalid or not supported"
19042,100.000,8.720,"Product Type is invalid or not supported"
19043-BE,100.000,1.950,"Product Type is invalid or not supported"
19043-BK,100.000,1.950,"Product Type is invalid or not supported"
19043-RD,100.000,1.950,"Product Type is invalid or not supported"
19043-SR,100.000,1.950,"Product Type is invalid or not supported"
19044,100.000,7.330,"Product Type is invalid or not supported"
19045,100.000,7.330,"Product Type is invalid or not supported"
19046-BE,100.000,1.030,"Product Type is invalid or not supported"
19046-BK,100.000,1.030,"Product Type is invalid or not supported"
19046-RD,100.000,1.030,"Product Type is invalid or not supported"
19046-SR,100.000,1.030,"Product Type is invalid or not supported"
19047-BK,100.000,1.880,"Product Type is invalid or not supported"
19047-SR,100.000,1.880,"Product Type is invalid or not supported"
19048,100.000,1.990,"Product Type is invalid or not supported"
2010020,100.000,3.090,"Product Type is invalid or not supported"
2010052,100.000,1.360,"Product Type is invalid or not supported"
2010120,100.000,3.120,"Product Type is invalid or not supported"
2010138,100.000,6.700,"Product Type is invalid or not supported"
2010158,100.000,0.580,"Product Type is invalid or not supported"
2010159,100.000,0.580,"Product Type is invalid or not supported"
2010200,100.000,0.390,"Product Type is invalid or not supported"
2010201,100.000,0.390,"Product Type is invalid or not supported"
2050331,100.000,2.090,"Product Type is invalid or not supported"
2060018,100.000,5.820,"Product Type is invalid or not supported"
3010020,100.000,3.090,"Product Type is invalid or not supported"
3010158,100.000,0.580,"Product Type is invalid or not supported"
3010200,100.000,0.390,"Product Type is invalid or not supported"
4010158,100.000,0.580,"Product Type is invalid or not supported"
50002,100.000,3.350,"Product Type is invalid or not supported"
50007-M,100.000,8.390,"Product Type is invalid or not supported"
50013-M,100.000,9.960,"Product Type is invalid or not supported"
50015,100.000,2.190,"Product Type is invalid or not supported"
50019,100.000,1.560,"Product Type is invalid or not supported"
50020,100.000,1.560,"Product Type is invalid or not supported"
50021,100.000,1.560,"Product Type is invalid or not supported"
50022,100.000,1.560,"Product Type is invalid or not supported"
50038,100.000,3.250,"Product Type is invalid or not supported"
50042,100.000,2.620,"Product Type is invalid or not supported"
50046,100.000,5.230,"Product Type is invalid or not supported"
50046-M,100.000,5.230,"Product Type is invalid or not supported"
50057,100.000,2.290,"Product Type is invalid or not supported"
50058,100.000,3.720,"Product Type is invalid or not supported"
50061,100.000,14.280,"Product Type is invalid or not supported"
50072-M,100.000,5.200,"Product Type is invalid or not supported"
5010158,100.000,0.580,"Product Type is invalid or not supported"
50103,100.000,3.780,"Product Type is invalid or not supported"
50108,100.000,19.990,"Product Type is invalid or not supported"
50178,100.000,3.550,"Product Type is invalid or not supported"
50185,100.000,12.430,"Product Type is invalid or not supported"
50192,100.000,2.190,"Product Type is invalid or not supported"
50240,100.000,3.460,"Product Type is invalid or not supported"
50264,100.000,3.290,"Product Type is invalid or not supported"
50290,100.000,16.790,"Product Type is invalid or not supported"
50306,100.000,3.350,"Product Type is invalid or not supported"
50314,100.000,7.330,"Product Type is invalid or not supported"
50334,100.000,22.360,"Product Type is invalid or not supported"
50347,100.000,4.290,"Product Type is invalid or not supported"
50347-DGY,100.000,4.290,"Product Type is invalid or not supported"
50347-OE,100.000,4.290,"Product Type is invalid or not supported"
50354,100.000,9.990,"Product Type is invalid or not supported"
50354-DGY,100.000,9.990,"Product Type is invalid or not supported"
50403,100.000,28.290,"Product Type is invalid or not supported"
50439,100.000,13.580,"Product Type is invalid or not supported"
50464,100.000,30.020,"Product Type is invalid or not supported"
50485,100.000,6.700,"Product Type is invalid or not supported"
50524,100.000,4.990,"Product Type is invalid or not supported"
50542,100.000,24.560,"Product Type is invalid or not supported"
50581,100.000,5.200,"Product Type is invalid or not supported"
50588,100.000,3.720,"Product Type is invalid or not supported"
50589,100.000,5.560,"Product Type is invalid or not supported"
50592,100.000,20.520,"Product Type is invalid or not supported"
50601,100.000,3.250,"Product Type is invalid or not supported"
50611,100.000,7.330,"Product Type is invalid or not supported"
50612-SR,100.000,2.720,"Product Type is invalid or not supported"
50615,100.000,1.590,"Product Type is invalid or not supported"
50616,100.000,0.980,"Product Type is invalid or not supported"
50617-SR,100.000,1.100,"Product Type is invalid or not supported"
50623,100.000,6.200,"Product Type is invalid or not supported"
50636,100.000,36.900,"Product Type is invalid or not supported"
50652-BE,100.000,3.720,"Product Type is invalid or not supported"
50656,100.000,4.600,"Product Type is invalid or not supported"
50660,100.000,9.330,"Product Type is invalid or not supported"
50664,100.000,2.720,"Product Type is invalid or not supported"
50672,100.000,2.300,"Product Type is invalid or not supported"
50673,100.000,7.450,"Product Type is invalid or not supported"
50674,100.000,4.390,"Product Type is invalid or not supported"
50675,100.000,4.690,"Product Type is invalid or not supported"
50679,100.000,3.980,"Product Type is invalid or not supported"
50682,100.000,11.030,"Product Type is invalid or not supported"
50690-BE,100.000,1.560,"Product Type is invalid or not supported"
50690-GY,100.000,1.560,"Product Type is invalid or not supported"
50690-SR,100.000,1.560,"Product Type is invalid or not supported"
50694-BE,100.000,3.690,"Product Type is invalid or not supported"
50694-BK,100.000,3.690,"Product Type is invalid or not supported"
50694-BKR,100.000,3.690,"Product Type is invalid or not supported"
50694-DGN,100.000,3.690,"Product Type is invalid or not supported"
50694-LRD,100.000,3.690,"Product Type is invalid or not supported"
50694-M,100.000,3.690,"Product Type is invalid or not supported"
50694-MG,100.000,3.690,"Product Type is invalid or not supported"
50694-RD,100.000,3.690,"Product Type is invalid or not supported"
50694-S,100.000,3.690,"Product Type is invalid or not supported"
50694-WEC,100.000,3.690,"Product Type is invalid or not supported"
50703,100.000,3.720,"Product Type is invalid or not supported"
50703-DGY,100.000,3.720,"Product Type is invalid or not supported"
50703-OE,100.000,3.720,"Product Type is invalid or not supported"
50719,100.000,2.480,"Product Type is invalid or not supported"
50732,100.000,11.180,"Product Type is invalid or not supported"
50733,100.000,3.250,"Product Type is invalid or not supported"
50776,100.000,4.600,"Product Type is invalid or not supported"
50793,100.000,5.980,"Product Type is invalid or not supported"
50801,100.000,18.320,"Product Type is invalid or not supported"
50805,100.000,6.760,"Product Type is invalid or not supported"
50806,100.000,11.590,"Product Type is invalid or not supported"
50810,100.000,10.500,"Product Type is invalid or not supported"
50811,100.000,4.290,"Product Type is invalid or not supported"
50812,100.000,10.500,"Product Type is invalid or not supported"
50822,100.000,11.700,"Product Type is invalid or not supported"
50823,100.000,10.490,"Product Type is invalid or not supported"
50826,100.000,7.330,"Product Type is invalid or not supported"
50847-RD,100.000,4.280,"Product Type is invalid or not supported"
50858,100.000,16.990,"Product Type is invalid or not supported"
50868,100.000,18.680,"Product Type is invalid or not supported"
50883-GY,100.000,2.230,"Product Type is invalid or not supported"
50884-CR,100.000,2.230,"Product Type is invalid or not supported"
50884-GY,100.000,2.230,"Product Type is invalid or not supported"
50891,100.000,13.080,"Product Type is invalid or not supported"
50895-SR,100.000,2.720,"Product Type is invalid or not supported"
50903,100.000,0.820,"Product Type is invalid or not supported"
50904,100.000,15.590,"Product Type is invalid or not supported"
50920,100.000,3.980,"Product Type is invalid or not supported"
50931,100.000,15.000,"Product Type is invalid or not supported"
50936,100.000,3.030,"Product Type is invalid or not supported"
50937,100.000,3.030,"Product Type is invalid or not supported"
50943,100.000,1.290,"Product Type is invalid or not supported"
50950,100.000,3.460,"Product Type is invalid or not supported"
50952,100.000,58.580,"Product Type is invalid or not supported"
50973,100.000,8.390,"Product Type is invalid or not supported"
50976,100.000,16.160,"Product Type is invalid or not supported"
50981,100.000,14.280,"Product Type is invalid or not supported"
51002,100.000,8.390,"Product Type is invalid or not supported"
51003,100.000,5.200,"Product Type is invalid or not supported"
51006,100.000,10.850,"Product Type is invalid or not supported"
51012,100.000,5.990,"Product Type is invalid or not supported"
51015,100.000,12.960,"Product Type is invalid or not supported"
51018-BK,100.000,8.800,"Product Type is invalid or not supported"
51032,100.000,7.330,"Product Type is invalid or not supported"
51033,100.000,10.490,"Product Type is invalid or not supported"
51035,100.000,7.820,"Product Type is invalid or not supported"
51048,100.000,12.430,"Product Type is invalid or not supported"
51062,100.000,19.920,"Product Type is invalid or not supported"
51069-BE,100.000,1.030,"Product Type is invalid or not supported"
51069-RD,100.000,1.030,"Product Type is invalid or not supported"
51069-SR,100.000,1.030,"Product Type is invalid or not supported"
51069-WE,100.000,1.030,"Product Type is invalid or not supported"
51071,100.000,27.490,"Product Type is invalid or not supported"
51078,100.000,3.880,"Product Type is invalid or not supported"
51079,100.000,3.880,"Product Type is invalid or not supported"
51082,100.000,5.200,"Product Type is invalid or not supported"
51084-OE,100.000,1.990,"Product Type is invalid or not supported"
51085-BK,100.000,4.990,"Product Type is invalid or not supported"
51085-GN,100.000,4.990,"Product Type is invalid or not supported"
51085-LBE,100.000,4.990,"Product Type is invalid or not supported"
51085-RD,100.000,4.990,"Product Type is invalid or not supported"
51091-LBE,100.000,2.850,"Product Type is invalid or not supported"
51105,100.000,13.850,"Product Type is invalid or not supported"
51112,100.000,9.080,"Product Type is invalid or not supported"
51113,100.000,20.950,"Product Type is invalid or not supported"
51140,100.000,3.990,"Product Type is invalid or not supported"
51154,100.000,4.990,"Product Type is invalid or not supported"
51155,100.000,6.600,"Product Type is invalid or not supported"
51161,100.000,1.850,"Product Type is invalid or not supported"
51165,100.000,13.080,"Product Type is invalid or not supported"
51170,100.000,34.280,"Product Type is invalid or not supported"
51173,100.000,12.430,"Product Type is invalid or not supported"
51176,100.000,4.990,"Product Type is invalid or not supported"
51181,100.000,4.190,"Product Type is invalid or not supported"
51182,100.000,3.990,"Product Type is invalid or not supported"
51187,100.000,3.560,"Product Type is invalid or not supported"
51195,100.000,9.960,"Product Type is invalid or not supported"
51196,100.000,6.080,"Product Type is invalid or not supported"
51197,100.000,7.230,"Product Type is invalid or not supported"
51198,100.000,9.230,"Product Type is invalid or not supported"
51202,100.000,4.190,"Product Type is invalid or not supported"
51206,100.000,13.230,"Product Type is invalid or not supported"
51207,100.000,7.820,"Product Type is invalid or not supported"
51208,100.000,5.760,"Product Type is invalid or not supported"
51213,100.000,14.500,"Product Type is invalid or not supported"
51214,100.000,21.620,"Product Type is invalid or not supported"
51225,100.000,0.420,"Product Type is invalid or not supported"
51240,100.000,12.080,"Product Type is invalid or not supported"
51241,100.000,2.420,"Product Type is invalid or not supported"
51242-BK,100.000,1.460,"Product Type is invalid or not supported"
51251,100.000,14.990,"Product Type is invalid or not supported"
51265-BK,100.000,5.200,"Product Type is invalid or not supported"
51290,100.000,9.990,"Product Type is invalid or not supported"
51291,100.000,16.790,"Product Type is invalid or not supported"
51294,100.000,43.580,"Product Type is invalid or not supported"
51295-GY,100.000,8.930,"Product Type is invalid or not supported"
51299,100.000,24.130,"Product Type is invalid or not supported"
51310,100.000,8.720,"Product Type is invalid or not supported"
51311,100.000,8.080,"Product Type is invalid or not supported"
51323-RD,100.000,0.420,"Product Type is invalid or not supported"
51327,100.000,10.390,"Product Type is invalid or not supported"
51330,100.000,2.620,"Product Type is invalid or not supported"
51338,100.000,6.920,"Product Type is invalid or not supported"
51339,100.000,9.190,"Product Type is invalid or not supported"
51340,100.000,4.190,"Product Type is invalid or not supported"
51341,100.000,4.290,"Product Type is invalid or not supported"
51348,100.000,4.590,"Product Type is invalid or not supported"
51350,100.000,1.500,"Product Type is invalid or not supported"
51351,100.000,1.500,"Product Type is invalid or not supported"
51354,100.000,3.660,"Product Type is invalid or not supported"
51356,100.000,3.990,"Product Type is invalid or not supported"
51357,100.000,4.820,"Product Type is invalid or not supported"
51358,100.000,7.330,"Product Type is invalid or not supported"
51359,100.000,13.630,"Product Type is invalid or not supported"
51360,100.000,10.450,"Product Type is invalid or not supported"
51361,100.000,6.200,"Product Type is invalid or not supported"
51364,100.000,6.600,"Product Type is invalid or not supported"
51367,100.000,2.930,"Product Type is invalid or not supported"
51369,100.000,16.790,"Product Type is invalid or not supported"
51371,100.000,2.720,"Product Type is invalid or not supported"
51374,100.000,10.490,"Product Type is invalid or not supported"
51376,100.000,24.980,"Product Type is invalid or not supported"
51377,100.000,4.190,"Product Type is invalid or not supported"
51377-S,100.000,3.690,"Product Type is invalid or not supported"
51377-SR,100.000,3.690,"Product Type is invalid or not supported"
51378,100.000,10.490,"Product Type is invalid or not supported"
51381,100.000,9.990,"Product Type is invalid or not supported"
51391,100.000,11.030,"Product Type is invalid or not supported"
51393,100.000,28.660,"Product Type is invalid or not supported"
51394,100.000,19.930,"Product Type is invalid or not supported"
51401-BE,100.000,0.790,"Product Type is invalid or not supported"
51401-RD,100.000,0.790,"Product Type is invalid or not supported"
51401-WE,100.000,0.790,"Product Type is invalid or not supported"
51402-WE,100.000,1.030,"Product Type is invalid or not supported"
51405,100.000,8.350,"Product Type is invalid or not supported"
51410,100.000,3.130,"Product Type is invalid or not supported"
51412,100.000,12.430,"Product Type is invalid or not supported"
51413,100.000,5.760,"Product Type is invalid or not supported"
51414,100.000,6.920,"Product Type is invalid or not supported"
51415,100.000,4.400,"Product Type is invalid or not supported"
51416,100.000,8.720,"Product Type is invalid or not supported"
51417,100.000,15.730,"Product Type is invalid or not supported"
51418,100.000,1.490,"Product Type is invalid or not supported"
51419,100.000,1.490,"Product Type is invalid or not supported"
51423,100.000,11.180,"Product Type is invalid or not supported"
51424,100.000,52.330,"Product Type is invalid or not supported"
51427,100.000,6.080,"Product Type is invalid or not supported"
51428,100.000,11.860,"Product Type is invalid or not supported"
51430,100.000,2.480,"Product Type is invalid or not supported"
51433,100.000,4.960,"Product Type is invalid or not supported"
51437,100.000,6.590,"Product Type is invalid or not supported"
51438,100.000,5.200,"Product Type is invalid or not supported"
51440-BE,100.000,0.500,"Product Type is invalid or not supported"
51440-WE,100.000,0.500,"Product Type is invalid or not supported"
51441-BK,100.000,0.800,"Product Type is invalid or not supported"
51441-RD,100.000,0.800,"Product Type is invalid or not supported"
51441-WE,100.000,0.800,"Product Type is invalid or not supported"
51442,100.000,5.560,"Product Type is invalid or not supported"
51443,100.000,2.620,"Product Type is invalid or not supported"
51444,100.000,2.480,"Product Type is invalid or not supported"
51445,100.000,22.030,"Product Type is invalid or not supported"
51454,100.000,12.430,"Product Type is invalid or not supported"
51455,100.000,9.990,"Product Type is invalid or not supported"
51457,100.000,33.060,"Product Type is invalid or not supported"
51458-BE,100.000,0.880,"Product Type is invalid or not supported"
51458-GY,100.000,0.880,"Product Type is invalid or not supported"
51458-RD,100.000,0.880,"Product Type is invalid or not supported"
51460-BE,100.000,0.320,"Product Type is invalid or not supported"
51460-BK,100.000,0.320,"Product Type is invalid or not supported"
51460-RD,100.000,0.230,"Product Type is invalid or not supported"
51460-WE,100.000,0.320,"Product Type is invalid or not supported"
51462,100.000,26.230,"Product Type is invalid or not supported"
51467,100.000,0.920,"Product Type is invalid or not supported"
51467-BK,100.000,0.920,"Product Type is invalid or not supported"
51469,100.000,5.200,"Product Type is invalid or not supported"
51472,100.000,10.490,"Product Type is invalid or not supported"
51473,100.000,5.620,"Product Type is invalid or not supported"
51474,100.000,3.990,"Product Type is invalid or not supported"
51475,100.000,4.400,"Product Type is invalid or not supported"
51476,100.000,6.990,"Product Type is invalid or not supported"
51477,100.000,4.820,"Product Type is invalid or not supported"
51478,100.000,2.720,"Product Type is invalid or not supported"
51480,100.000,10.490,"Product Type is invalid or not supported"
51481,100.000,16.750,"Product Type is invalid or not supported"
51482,100.000,4.600,"Product Type is invalid or not supported"
51483,100.000,2.820,"Product Type is invalid or not supported"
51487,100.000,4.290,"Product Type is invalid or not supported"
51493,100.000,1.290,"Product Type is invalid or not supported"
51494,100.000,4.820,"Product Type is invalid or not supported"
51495,100.000,3.880,"Product Type is invalid or not supported"
51496,100.000,5.620,"Product Type is invalid or not supported"
51497,100.000,14.850,"Product Type is invalid or not supported"
51498,100.000,7.690,"Product Type is invalid or not supported"
51499,100.000,8.080,"Product Type is invalid or not supported"
51501,100.000,24.980,"Product Type is invalid or not supported"
51502,100.000,7.330,"Product Type is invalid or not supported"
51503,100.000,4.990,"Product Type is invalid or not supported"
51504,100.000,8.700,"Product Type is invalid or not supported"
51505,100.000,12.430,"Product Type is invalid or not supported"
51508,100.000,11.180,"Product Type is invalid or not supported"
51509,100.000,16.790,"Product Type is invalid or not supported"
51510,100.000,57.730,"Product Type is invalid or not supported"
51511-BK,100.000,3.720,"Product Type is invalid or not supported"
51511-SR,100.000,3.720,"Product Type is invalid or not supported"
51512,100.000,14.690,"Product Type is invalid or not supported"
51514,100.000,2.990,"Product Type is invalid or not supported"
51517-BE,100.000,3.290,"Product Type is invalid or not supported"
51517-LRD,100.000,3.290,"Product Type is invalid or not supported"
51518-BK,100.000,0.980,"Product Type is invalid or not supported"
51518-LRD,100.000,0.980,"Product Type is invalid or not supported"
51518-SR,100.000,0.980,"Product Type is invalid or not supported"
51518-WE,100.000,0.980,"Product Type is invalid or not supported"
51519,100.000,6.200,"Product Type is invalid or not supported"
51520,100.000,8.390,"Product Type is invalid or not supported"
51521,100.000,3.990,"Product Type is invalid or not supported"
51522,100.000,6.560,"Product Type is invalid or not supported"
51523,100.000,9.990,"Product Type is invalid or not supported"
51524,100.000,12.990,"Product Type is invalid or not supported"
51528,100.000,4.990,"Product Type is invalid or not supported"
51530,100.000,9.290,"Product Type is invalid or not supported"
51531,100.000,13.630,"Product Type is invalid or not supported"
51533,100.000,3.880,"Product Type is invalid or not supported"
51534,100.000,2.820,"Product Type is invalid or not supported"
51535,100.000,6.200,"Product Type is invalid or not supported"
51537,100.000,2.190,"Product Type is invalid or not supported"
51538,100.000,4.990,"Product Type is invalid or not supported"
51540-BK,100.000,1.150,"Product Type is invalid or not supported"
51540-WE,100.000,1.150,"Product Type is invalid or not supported"
51541-BK,100.000,0.800,"Product Type is invalid or not supported"
51541-WE,100.000,0.800,"Product Type is invalid or not supported"
51546,100.000,41.950,"Product Type is invalid or not supported"
51549,100.000,10.180,"Product Type is invalid or not supported"
51550,100.000,6.560,"Product Type is invalid or not supported"
51551,100.000,11.180,"Product Type is invalid or not supported"
51552,100.000,28.590,"Product Type is invalid or not supported"
51554,100.000,2.990,"Product Type is invalid or not supported"
51555,100.000,2.990,"Product Type is invalid or not supported"
51556,100.000,4.820,"Product Type is invalid or not supported"
51557,100.000,2.090,"Product Type is invalid or not supported"
51558,100.000,3.130,"Product Type is invalid or not supported"
51559,100.000,49.860,"Product Type is invalid or not supported"
51560,100.000,11.860,"Product Type is invalid or not supported"
51562-GD,100.000,1.730,"Product Type is invalid or not supported"
51562-SR,100.000,1.730,"Product Type is invalid or not supported"
51563,100.000,13.850,"Product Type is invalid or not supported"
51566,100.000,9.990,"Product Type is invalid or not supported"
51567,100.000,11.180,"Product Type is invalid or not supported"
51568,100.000,15.730,"Product Type is invalid or not supported"
51569,100.000,9.430,"Product Type is invalid or not supported"
51570,100.000,10.650,"Product Type is invalid or not supported"
51571,100.000,11.990,"Product Type is invalid or not supported"
51572,100.000,11.990,"Product Type is invalid or not supported"
