sku,additional_attributes
51999-BK,"beschreibung= * Mobiler externer Akku mit 1600 mAh Kapazität
 
 * Mit Markenbatterie (Lithium-Polymer)
 
 * USB- und Micro-USB Anschluss 
 
 * Effektvolle Hintergrundbeleuchtung der Domingfläche während des Ladens
 
 * Per Doming veredelbar
 
 * Inkl. USB an Micro-USB-Kabel
 
 * Erhältlich in 6 Farben
 
 
 
 Kunststoff, schwarz, CE, Länge, LED-Farbe weiß,druckbereich=40 x 20,farbe=schwarz,gewicht=59 g,material= Kunststoff,zolltarifnummer=85076000"
51999-BK-R,"beschreibung= * Mobiler externer Akku mit 1600 mAh Kapazität
 
 * Mit Markenbatterie (Lithium-Polymer)
 
 * USB- und Micro-USB Anschluss
 
 * Effektvolle Hintergrundbeleuchtung der Domingfläche während des Ladens
 
 * Per Doming veredelbar, LOLLIBLOCKS Doming beigelegt
 
 * Inkl. USB an Micro-USB-Kabel
 
 * Erhältlich in 5 Farben
 
 
 
 Kunststoff, schwarz, CE, Länge, LED-Farbe weiß,druckbereich=40 x 20,farbe=schwarz,gewicht=59 g,material= Kunststoff,zolltarifnummer=85076000"
51999-GN,"beschreibung= * Mobiler externer Akku mit 1600 mAh Kapazität
 
 * Mit Markenbatterie (Lithium-Polymer)
 
 * USB- und Micro-USB Anschluss 
 
 * Effektvolle Hintergrundbeleuchtung der Domingfläche während des Ladens
 
 * Per Doming veredelbar
 
 * Inkl. USB an Micro-USB-Kabel
 
 * Erhältlich in 5 Farben
 
 
 
 Kunststoff, grün, CE, Länge, LED-Farbe weiß,druckbereich=40 x 20,farbe=grün,gewicht=59 g,material= Kunststoff,zolltarifnummer=85076000"
51999-GN-R,"beschreibung= * Mobiler externer Akku mit 1600 mAh Kapazität
 
 * USB- und Micro-USB Anschluss 
 
 * Effektvolle Hintergrundbeleuchtung der Domingfläche während des Ladens
 
 * Per Doming veredelbar, LOLLIBLOCKS Doming beigelegt
 
 * Inkl. USB an Micro-USB-Kabel
 
 * Erhältlich in 5 Farben
 
 
 
 Kunststoff, grün, CE, Länge, LED-Farbe weiß,druckbereich=40 x 20,farbe=grün,gewicht=59 g,material= Kunststoff,zolltarifnummer=85076000"
51999-MG,"beschreibung= * Mobiler externer Akku mit 1600 mAh Kapazität
 
 * Mit Markenbatterie (Lithium-Polymer)
 
 * USB- und Micro-USB Anschluß 
 
 * Effektvolle Hintergrundbeleuchtung der Domingfläche während des Ladens
 
 * Per Doming veredelbar
 
 * Inkl. USB an Micro-USB-Kabel
 
 * Erhältlich in 6 Farben
 
 
 
 Kunststoff, magenta, CE, Länge, LED-Farbe weiß,druckbereich=40 x 20,farbe=magenta,gewicht=59 g,material= Kunststoff,zolltarifnummer=85076000"
51999-RD,"beschreibung= * Mobiler externer Akku mit 1600 mAh Kapazität
 
 * Mit Markenbatterie (Lithium-Polymer)
 
 * USB- und Micro-USB Anschluss 
 
 * Effektvolle Hintergrundbeleuchtung der Domingfläche während des Ladens
 
 * Per Doming veredelbar
 
 * Inkl. USB an Micro-USB-Kabel
 
 * Erhältlich in 6 Farben
 
 
 
 Kunststoff, rot, CE, Länge, LED-Farbe weiß,druckbereich=40 x 20,farbe=rot,gewicht=59 g,material= Kunststoff,zolltarifnummer=85076000"
51999-RD-R,"beschreibung= * Mobiler externer Akku mit 1600 mAh Kapazität
 
 * USB- und Micro-USB Anschluss 
 
 * Effektvolle Hintergrundbeleuchtung der Domingfläche während des Ladens
 
 * Per Doming veredelbar, LOLLIBLOCKS Doming beigelegt
 
 * Inkl. USB an Micro-USB-Kabel
 
 * Erhältlich in 6 Farben
 
 
 
 Kunststoff, rot, CE, Länge, LED-Farbe weiß,druckbereich=40 x 20,farbe=rot,gewicht=59 g,material= Kunststoff,zolltarifnummer=85076000"
51999-WE,"beschreibung= * Mobiler externer Akku mit 1600 mAh Kapazität
 
 * Mit Markenbatterie (Lithium-Polymer)
 
 * USB- und Micro-USB Anschluss 
 
 * Effektvolle Hintergrundbeleuchtung der Domingfläche während des Ladens
 
 * Per Doming veredelbar
 
 * Inkl. USB an Micro-USB-Kabel
 
 * Erhältlich in 6 Farben
 
 
 
 Kunststoff, weiß, CE, Länge, LED-Farbe weiß,druckbereich=40 x 20,farbe=weiß,gewicht=59 g,material= Kunststoff,zolltarifnummer=85076000"
51999-WE-R,"beschreibung= * Mobiler externer Akku mit 1600 mAh Kapazität
 
 * USB- und Micro-USB Anschluss 
 
 * Effektvolle Hintergrundbeleuchtung der Domingfläche während des Ladens
 
 * Per Doming veredelbar, LOLLIBLOCKS Doming beigelegt
 
 * Inkl. USB an Micro-USB-Kabel
 
 * Erhältlich in 5 Farben
 
 
 
 Kunststoff, weiß, CE, Länge, LED-Farbe weiß,druckbereich=40 x 20,farbe=weiß,gewicht=59 g,material= Kunststoff,zolltarifnummer=85076000"
52000-BE,"beschreibung= • Entnehmbares Alarmuhrwerk mit Edelstahlring • Alarmuhrwerk kann in 4 verschiedenen Richtungen Positioniert werden • Farbiges Sunray Metallziffernblatt • aufgeklebter, erhabener Index mit fluoresziender Füllung • Fluoreszierende Zeiger • Aufgeklebt, erhabenes Logo • Hochwertiges ABS-Gehäuse mit abnehmbarem Gehäusedeckel
 
 
 
 blau, CE,druckbereich=Ø 39,farbe=blau,gewicht=107,5 g,material= ,zolltarifnummer=91031000"
52000-BK,"beschreibung= • Entnehmbares Alarmuhrwerk mit Edelstahlring • Alarmuhrwerk kann in 4 verschiedenen Richtungen Positioniert werden • Sunray-Ziffernblatt mit UP relief und fluoresziend gedrucktem Index • UP relief Logo • Kunststoffgehäuse mit abnehmbarem Gehäusedeckel 
 
 • Logo auf Ziffernblatt ab 25 Stück
 
 • In farbenfroher Geschenkverpackung
 
 • In eigener Gehäusefarbe ab 500
 
 
 
 schwarz, CE,druckbereich=Ø 39,farbe=schwarz,gewicht=107,5 g,material= ,zolltarifnummer=91051100"
52000-MG,"beschreibung= • Entnehmbares Alarmuhrwerk mit Edelstahlring • Alarmuhrwerk kann in 4 verschiedenen Richtungen Positioniert werden • Sunray-Ziffernblatt mit UP relief und fluoresziend gedrucktem Index • UP relief Logo • Kunststoffgehäuse mit abnehmbarem Gehäusedeckel 
 
 • Logo auf Ziffernblatt ab 25 Stück
 
 • In farbenfroher Geschenkverpackung
 
 • In eigener Gehäusefarbe ab 500
 
 
 
 magenta, CE,druckbereich=Ø 39,farbe=magenta,gewicht=107,5 g,material= ,zolltarifnummer=91031000"
52000-RD,"beschreibung= • Entnehmbares Alarmuhrwerk mit Edelstahlring • Alarmuhrwerk kann in 4 verschiedenen Richtungen Positioniert werden • Sunray-Ziffernblatt mit UP relief und fluoresziend gedrucktem Index • UP relief Logo • Kunststoffgehäuse mit abnehmbarem Gehäusedeckel 
 
 • Logo auf Ziffernblatt ab 25 Stück
 
 • In farbenfroher Geschenkverpackung
 
 • In eigener Gehäusefarbe ab 500
 
 
 
 rot, CE,druckbereich=Ø 39,farbe=rot,gewicht=107,5 g,material= ,zolltarifnummer=91031000"
52000-WE,"beschreibung= • Entnehmbares Alarmuhrwerk mit Edelstahlring • Alarmuhrwerk kann in 4 verschiedenen Richtungen Positioniert werden • Sunray-Ziffernblatt mit UP relief und fluoresziend gedrucktem Index • UP relief Logo • Kunststoffgehäuse mit abnehmbarem Gehäusedeckel 
 
 • Logo auf Ziffernblatt ab 25 Stück
 
 • In farbenfroher Geschenkverpackung
 
 • In eigener Gehäusefarbe ab 500
 
 
 
 weiß, CE,druckbereich=Ø 39,farbe=weiß,gewicht=107,5 g,material= ,zolltarifnummer=91031000"
52001,"beschreibung= Glas, Metall, silber, Spiegel,druckbereich=54 x 53,5,farbe=silber,gewicht=53,1 g,material= Glas, Metall,zolltarifnummer=70099200"
52002,"beschreibung= inklusive einer zusätzlichen Aluminiumplatte für edle Lasergravuren
 
 
 
 Metall, silber, Gravurplättchen,druckbereich=Ø 30,farbe=silber,gewicht=38 g,material= Metall,zolltarifnummer=79070000"
52003,"beschreibung= Kunststoff, Metall, silber,druckbereich=50 x 36,farbe=silber,gewicht=31,6 g,material= Kunststoff, Metall,zolltarifnummer=73269098"
52004,"beschreibung= Kunststoff, Metall, silber,druckbereich=79 x 24,farbe=silber,gewicht=43 g,material= Kunststoff, Metall,zolltarifnummer=73269098"
52005-BE,"beschreibung= Aluminium, Kunststoff, blau, Kugelschreibermine blau, Polybeutel,druckbereich=85 x 5,farbe=blau,gewicht=14,8 g,material= Aluminium, Kunststoff,zolltarifnummer=96081092"
52005-BK,"beschreibung= Aluminium, Kunststoff, schwarz, Kugelschreibermine blau, Polybeutel,druckbereich=85 x 5,farbe=schwarz,gewicht=14,7 g,material= Aluminium, Kunststoff,zolltarifnummer=96081092"
52005-GY,"beschreibung= Aluminium, Kunststoff, grau, Kugelschreibermine blau, Polybeutel,druckbereich=85 x 5,farbe=grau,gewicht=14,7 g,material= Aluminium, Kunststoff,zolltarifnummer=96081092"
52005-RD,"beschreibung= Aluminium, Kunststoff, rot, Kugelschreibermine blau, Polybeutel,druckbereich=85 x 5,farbe=rot,gewicht=14,8 g,material= Aluminium, Kunststoff,zolltarifnummer=96081092"
52005-SR,"beschreibung= Aluminium, Kunststoff, silber, Kugelschreibermine blau, Polybeutel,druckbereich=85 x 5,farbe=silber,gewicht=14,7 g,material= Aluminium, Kunststoff,zolltarifnummer=96081092"
52006-BK,"beschreibung= Metall, schwarz, deutsche Tinte, Großraummine, Kugelschreibermine blau, Polybeutel,druckbereich=55 x 4,5,farbe=schwarz,gewicht=31,9 g,material= Metall,zolltarifnummer=96081092"
52006-RD,"beschreibung= Metall, rot, deutsche Tinte, Großraummine, Kugelschreibermine blau, Polybeutel,druckbereich=55 x 4,5,farbe=rot,gewicht=33 g,material= Metall,zolltarifnummer=96081092"
52006-WE,"beschreibung= Metall, weiß, deutsche Tinte, Großraummine, Kugelschreibermine blau, Polybeutel,druckbereich=55 x 4,5,farbe=weiß,gewicht=32,4 g,material= Metall,zolltarifnummer=96081092"
52007,"beschreibung= Sie wollen jemandem täglich eine Freude machen? An 24 Tagen im Dezember ist das mit diesem Adventskalender ganz leicht.
 
 
 
 Papier, rot/weiß,druckbereich=30 x 20,farbe=rot/weiß,gewicht=492 g,material= Papier,zolltarifnummer=95051090"
52008,"beschreibung= Dieser kleine Aufsatz verwandelt Ihr Smartphone in ein Mikroskop mit Beleuchtung. Durch das integrierte Schwarzlicht ist der Artikel auch als Geldscheinprüfer einsetzbar.
 
 
 
 Acryl, Kunststoff, Metall, weiß/silber, Batterie inklusive, CE, LED-Farbe blau, LED-Farbe weiß, UV Geldscheinprüfer, Vergrößerungslinse,druckbereich=20 x 18,farbe=weiß/silber,gewicht=29,5 g,material= Acryl, Kunststoff, Metall,zolltarifnummer=90021100"
52009,"beschreibung= 3 in 1 Wechselobjektiv fürs Handy (Macro- und Weitwinkel sowie Fisheye). Einfach das Objekt in die beigefügten Klemme eindrehen, am Mobiltelefon befestigen und schon können Sie fotografieren.
 
 
 
 Glas, Kunststoff, Metall, schwarz, aufschraubbar,druckbereich=17 x 10,farbe=schwarz,gewicht=27,8 g,material= Glas, Kunststoff, Metall,zolltarifnummer=90021100"
52011,"beschreibung= Damit es im Winter kuschelig warm und gemütlich wird: Praktischer Schlüsselanhänger mit schöner Domingfläche und Radiatorschlüssel zum Entlüften Ihrer Heizung.
 
 
 
 Metall, silber, Polybeutel,druckbereich=28 x 16,farbe=silber,gewicht=19,7 g,material= Metall,zolltarifnummer=82041100"
52013-BK,"beschreibung= Spione im Netz haben hier keine Chance: Der Kameraverschluss für Laptops macht nicht eingeladene Besucher blind. Mit Displaycleaner und schöner Domingfläche.
 
 
 
 Kunststoff, schwarz, Polybeutel,druckbereich=28 x 16,farbe=schwarz,gewicht=3,3 g,material= Kunststoff,zolltarifnummer=39269097"
52013-WE,"beschreibung= Spione im Netz haben hier keine Chance: Der Kameraverschluss für Laptops macht nicht eingeladene Besucher blind. Mit Displaycleaner und schöner Domingfläche.
 
 
 
 Kunststoff, weiß, Polybeutel,druckbereich=28 x 16,farbe=weiß,gewicht=3,3 g,material= Kunststoff,zolltarifnummer=39269097"
52014-WE,"beschreibung= Dieses Leuchtband erhöht Ihre Sichtbarkeit im Dunkeln. Mit Dauerlicht- oder Blinklichtfunktion. 
 
 Keine persönliche Schutzausrüstung!
 
 
 
 Gummi, Nylon, Silikon, weiß, Batterie inklusive, CE, LED-Farbe rot,druckbereich=80 x 10,farbe=weiß,gewicht=47,1 g,material= Gummi, Nylon, Silikon,zolltarifnummer=85318095"
52016,"beschreibung= Der Eyecatcher auf Ihrem Schreibtisch: Dieses elegante Designobjekt aus hochwertigem Acryl ist mit einem 750-Blatt Notizblock ausgestattet und bietet Platz für 5 Stifte.
 
 
 
 Acryl, transparent, Notizzettelhalter,druckbereich=80 x 25,farbe=transparent,gewicht=498 g,material= Acryl,zolltarifnummer=39261000"
52019-BE,"beschreibung= Eingabestift für kapazitive Displays von Smartphones und Tabletcomputern
 
 
 
 Aluminium, blau, deutsche Tinte, Großraummine, Kugelschreibermine blau, Polybeutel,druckbereich=60 x 5,farbe=blau,gewicht=15,3 g,material= Aluminium,zolltarifnummer=96081092"
52019-DGY,"beschreibung= Eingabestift für kapazitive Displays von Smartphones und Tabletcomputern
 
 
 
 Aluminium, dunkelgrau, deutsche Tinte, Großraummine, Kugelschreibermine blau, Polybeutel,druckbereich=60 x 5,farbe=dunkelgrau,gewicht=15 g,material= Aluminium,zolltarifnummer=96081092"
52019-RD,"beschreibung= Mit Eingabestift für kapazitive Displays
 
 
 
 Aluminium, rot, deutsche Tinte, Großraummine, Kugelschreibermine blau, Polybeutel,druckbereich=60 x 5,farbe=rot,gewicht=15,4 g,material= Aluminium,zolltarifnummer=96081092"
52019-SR,"beschreibung= Mit Eingabestift für kapazitive Displays
 
 
 
 Aluminium, silber, deutsche Tinte, Großraummine, Kugelschreibermine blau, Polybeutel,druckbereich=60 x 5,farbe=silber,gewicht=15,2 g,material= Aluminium,zolltarifnummer=96081092"
52020,"beschreibung= Mit lautlosem Uhrwerk, Snoozefunktion und Ziffernblattbeleuchtung
 
 
 
 Kunststoff, schwarz, 3-Zeiger Uhrwerk, Alarmton, Batterie inklusive, CE, lautloses Uhrwerk,druckbereich=40 x 5,farbe=schwarz,gewicht=43,4 g,material= Kunststoff,zolltarifnummer=91051100"
52021,"beschreibung= Metall, silber, Flaschenöffner,druckbereich=55 x 25,farbe=silber,gewicht=72,1 g,material= Metall,zolltarifnummer=82055100"
52022-BEWE,"beschreibung= inklusive einer Rolle Klebefilm
 
 
 
 Kunststoff, blau/weiß, mit Klebefolie, Polybeutel,druckbereich=40 x 20,farbe=blau/weiß,gewicht=39,4 g,material= Kunststoff,zolltarifnummer=82055980"
52022-BKWE,"beschreibung= inklusive einer Rolle Klebefilm
 
 
 
 Kunststoff, schwarz/weiß, mit Klebefolie, Polybeutel,druckbereich=40 x 20,farbe=schwarz/weiß,gewicht=39,2 g,material= Kunststoff,zolltarifnummer=82055980"
52022-RDWE,"beschreibung= inklusive einer Rolle Klebefilm
 
 
 
 Kunststoff, rot/weiß, mit Klebefolie, Polybeutel,druckbereich=40 x 20,farbe=rot/weiß,gewicht=39,7 g,material= Kunststoff,zolltarifnummer=82055980"
52022-WEWE,"beschreibung= inklusive einer Rolle Klebefilm
 
 
 
 Kunststoff, weiß / weiß, mit Klebefolie, Polybeutel,druckbereich=40 x 20,farbe=weiß / weiß,gewicht=39,5 g,material= Kunststoff,zolltarifnummer=82055980"
52023-BKC,"beschreibung= Die nostalgische Lampe leuchtet überall da, wo die Steckdose fehlt… im Kleiderschrank, auf der Terrasse, im Campingzelt oder im Kirschbaum zum Gartenfest.
 
 
 
 Kunststoff, Nylon, weiß, Batterie inklusive, CE, Wechsellichtfunktion,druckbereich=20 x 45,farbe=schwarz, weiß,gewicht=79,5 g,material= Kunststoff, Nylon,zolltarifnummer=94054039"
52023-WEC,"beschreibung= Die effektvoll nostalgische Lampe leuchtet überall da, wo die Steckdose fehlt… im Kleiderschrank, auf der Terrasse, im Campingzelt oder im Kirschbaum zum Gartenfest.
 
 
 
 Kunststoff, Nylon, schwarz, Batterie inklusive, CE, Wechsellichtfunktion,druckbereich=20 x 45,farbe=schwarz, weiß,gewicht=79,5 g,material= Kunststoff, Nylon,zolltarifnummer=94054039"
52024,"beschreibung= Das Werkzeugset mit Alleskönnerqualitäten hat einen Stecknuss-Adapter, 4 Stecknüsse 6, 8, 9, 10 mm und 7 verschiedene Schraubendreheraufsätze und ist inklusive Schlüsselring und Karabiner.
 
 
 
 Aluminium, Stahl, schwarz, Karabiner, Multifunktionsschraubendreher, Schraubendreher,druckbereich=45 x 6,farbe=schwarz,gewicht=237,5 g,material= Aluminium, Stahl,zolltarifnummer=82054000"
52025,"beschreibung= Saubere Sache: Der praktische Wischer für die Dusche lässt sich am mitgelieferten Wandhaken befestigen.
 
 
 
 Edelstahl, Gummi, Metall, silberglänzend, Wandhalterung,druckbereich=70 x 8,farbe=silberglänzend,gewicht=266,4 g,material= Edelstahl, Gummi, Metall,zolltarifnummer=96039099"
52026,"beschreibung= Ihre Dressings zaubert er im Nu! Der Shaker aus Glas hat eine Füllmenge von 500 ml.
 
 2 Rezepte inklusive
 
 
 
 Glas, Kunststoff, transparent,druckbereich=30 x 15,farbe=transparent,gewicht=466,7 g,material= Glas, Kunststoff,zolltarifnummer=70134999"
52027-BKWE,"beschreibung= Die nostalgische Lampe leuchtet überall da, wo die Steckdose fehlt… im Kleiderschrank, auf der Terrasse, im Campingzelt oder im Kirschbaum zum Gartenfest. Leuchtet mit 40 bis 65 Lumen.
 
 
 
 Kunststoff, Nylon, schwarz, Batterie inklusive, CE,druckbereich=20 x 45,farbe=schwarz,gewicht=94 g,material= Kunststoff, Nylon,zolltarifnummer=94054039"
52027-WEWE,"beschreibung= Die effektvoll nostalgische Lampe leuchtet überall da, wo die Steckdose fehlt… im Kleiderschrank, auf der Terrasse, im Campingzelt oder im Kirschbaum zum Gartenfest. Leuchtet mit 40 bis 65 Lumen.
 
 
 
 Kunststoff, Nylon, weiß, Batterie inklusive, CE,druckbereich=20 x 45,farbe=weiß,gewicht=94 g,material= Kunststoff, Nylon,zolltarifnummer=94054039"
52028-BK,"beschreibung= Party im Park? Kein Problem für den quadratischen Lautsprecher mit praktischem Tragegriff. Er funktioniert mit Bluetooth® (v3.0 Standard) mit einer Reichweite von bis zu 10 m. Im Lieferumfang enthalten ist ein USB zu Micro USB Kabel zum Aufladen des Geräts.
 
 
 
 Lautsprecher mit Bluetooth® Technologie
 
 
 
 The Bluetooth® word mark and logos are registered trademarks owned by Bluetooth SIG, Inc.
 
 
 
 Holz, Kunststoff, schwarz, Batterie inklusive (aufladbar), Bluetooth® Technologie, CE,druckbereich=120 x 85,farbe=schwarz,gewicht=523,9 g,material= Holz, Kunststoff,zolltarifnummer=85182100"
52029-BE,"beschreibung= Freuen Sie sich aufs Musikhören und Telefonieren in entspannenden Mittagspausen, auf Parkbänken im Grünen oder beim Joggen.Verpackt in einem sanft schützenden Microfaserbeutel passt unser zusammenfaltbarer Kopfhörer mit Freisprecheinrichtung für unterwegs in Ihre Jacken- und Handtasche.
 
 
 
 Kunststoff, blau, CE, Freisprechfunktion, Länge, Polybeutel,druckbereich=42 Ø,farbe=blau,gewicht=69 g,material= Kunststoff,zolltarifnummer=85183095"
52029-BK,"beschreibung= Freuen Sie sich aufs Musikhören und Telefonieren in entspannenden Mittagspausen, auf Parkbänken im Grünen oder beim Joggen.Verpackt in einem sanft schützenden Microfaserbeutel passt unser zusammenfaltbarer Kopfhörer mit Freisprecheinrichtung für unterwegs in Ihre Jacken- und Handtasche.
 
 
 
 Kunststoff, schwarz, CE, Freisprechfunktion, Länge, Polybeutel,druckbereich=42 Ø,farbe=schwarz,gewicht=69 g,material= Kunststoff,zolltarifnummer=85183095"
52029-RD,"beschreibung= Freuen Sie sich aufs Musikhören und Telefonieren in entspannenden Mittagspausen, auf Parkbänken im Grünen oder beim Joggen.Verpackt in einem sanft schützenden Microfaserbeutel passt unser zusammenfaltbarer Kopfhörer mit Freisprecheinrichtung für unterwegs in Ihre Jacken- und Handtasche.
 
 
 
 Kunststoff, rot, CE, Freisprechfunktion, Länge, Polybeutel,druckbereich=42 Ø,farbe=rot,gewicht=69 g,material= Kunststoff,zolltarifnummer=85183095"
52029-WE,"beschreibung= Freuen Sie sich aufs Musikhören und Telefonieren in entspannenden Mittagspausen, auf Parkbänken im Grünen oder beim Joggen.Verpackt in einem sanft schützenden Microfaserbeutel passt unser zusammenfaltbarer Kopfhörer mit Freisprecheinrichtung für unterwegs in Ihre Jacken- und Handtasche.
 
 
 
 Kunststoff, weiß, CE, Freisprechfunktion, Länge, Polybeutel,druckbereich=42 Ø,farbe=weiß,gewicht=69 g,material= Kunststoff,zolltarifnummer=85183095"
52030-BK,"beschreibung= Aluminium, Metall, schwarz, Karabiner, Kompass,druckbereich=25 Ø,farbe=schwarz,gewicht=34,2 g,material= Aluminium, Metall,zolltarifnummer=90141000"
52031-BK,"beschreibung= Aluminium, Metall, schwarz, Karabiner, Kompass,druckbereich=38 Ø,farbe=schwarz,gewicht=96,4 g,material= Aluminium, Metall,zolltarifnummer=90141000"
52032,"beschreibung= So leuchtet Musik! Unser Lautsprecher mit Bluetooth® bringt Farbe ins Spiel und glänzt durch großartige Lichteffekte.
 
 
 
 Lautsprecher mit Bluetooth® Technologie
 
 
 
 The Bluetooth® word mark and logos are registered trademarks owned by Bluetooth SIG, Inc.
 
 
 
 Kunststoff, schwarz, Batterie inklusive (aufladbar), Bluetooth® Technologie, CE, Wechsellichtfunktion,druckbereich=60 x 25,farbe=schwarz,gewicht=319,2 g,material= Kunststoff,zolltarifnummer=85182100"
52033-BK,"beschreibung= Auch in der dunklen Jahreszeit geht es mit unserem Set aus rot- und weißleuchtender Kopflampe über Stock und Stein. Die Lämpchen leuchten in zwei verschiedenen Stärken durchgehend oder blinken in kurzen Abständen.
 
 
 
 Aluminium, Kunststoff, Nylon, schwarz, Batterie inklusive, CE, LED-Farbe rot, LED-Farbe weiß,druckbereich=12 x 12,farbe=schwarz,gewicht=70,1 g,material= Aluminium, Kunststoff, Nylon,zolltarifnummer=85318095"
52034-BK,"beschreibung= * Ihr Logo in brillanten Farben durch UV-Bedruckung
 
 „Samsung Galaxy“ ist eine Handelsmarke von Samsung in den USA und anderen Ländern.
 
 
 
 Kunststoff, passend für Samsung Galaxy S6, Polybeutel,druckbereich=69 x 143,farbe=schwarz,gewicht=16,1 g,material= Kunststoff,zolltarifnummer=39269097"
52034-BKR,"beschreibung= * Ihr Logo in brillanten Farben durch UV-Bedruckung
 
 „Samsung Galaxy“ ist eine Handelsmarke von Samsung in den USA und anderen Ländern.
 
 
 
 Kunststoff, passend für Samsung Galaxy S6, Polybeutel,druckbereich=69 x 143,farbe=schwarz,gewicht=16,1 g,material= Kunststoff,zolltarifnummer=39269097"
52034-WE,"beschreibung= * Ihr Logo in brillanten Farben durch UV-Bedruckung
 
 „Samsung Galaxy“ ist eine Handelsmarke von Samsung in den USA und anderen Ländern.
 
 
 
 Kunststoff, passend für Samsung Galaxy S6, Polybeutel,druckbereich=69 x 143,farbe=weiß,gewicht=16,1 g,material= Kunststoff,zolltarifnummer=39269097"
52034-WER,"beschreibung= * Ihr Logo in brillanten Farben durch UV-Bedruckung
 
 „Samsung Galaxy“ ist eine Handelsmarke von Samsung in den USA und anderen Ländern.
 
 
 
 Kunststoff, passend für Samsung Galaxy S6, Polybeutel,druckbereich=69 x 143,farbe=weiß,gewicht=16,1 g,material= Kunststoff,zolltarifnummer=39269097"
52036,"beschreibung= Die Telekopstange mit Handyhalterung zum Schießen von Selfies ist auf 125 - 510 mm ausziehbar und ideal zum Kombinieren mit Fernauslöser REFLECTS-PESCARA (51873). Durch die einklappbare Halterung kann der Artikel besonders platzsparend transportiert werden.
 
 
 
 Kunststoff, Stahl, Polybeutel,druckbereich=20 x 7,farbe=,gewicht=76,5 g,material= Kunststoff, Stahl,zolltarifnummer=73269098"
52037-BE,"beschreibung= Die Teleskopstange mit Handyhalterung zum Schießen von Selfies ist auf 200-955 mm ausziehbar und hat einen integrierten Selbstauslöser, der über den Klinkenkabelanschluss angeschlossen werden kann. Durch die einklappbare Halterung kann der Artikel besonders platzsparend transportiert werden.
 
 
 
 Kunststoff, Stahl, blau, CE, Polybeutel,druckbereich=30 x 6,farbe=blau,gewicht=152,3 g,material= Kunststoff, Stahl,zolltarifnummer=85365011"
52037-BK,"beschreibung= Die Teleskopstange mit Handyhalterung zum Schießen von Selfies ist auf 200-955 mm ausziehbar und hat einen integrierten Selbstauslöser, der über den Klinkenkabelanschluss angeschlossen werden kann. Durch die einklappbare Halterung kann der Artikel besonders platzsparend transportiert werden.
 
 
 
 Kunststoff, Stahl, schwarz, CE, Polybeutel,druckbereich=30 x 6,farbe=schwarz,gewicht=152,7 g,material= Kunststoff, Stahl,zolltarifnummer=85365011"
52037-RD,"beschreibung= Die Teleskopstange mit Handyhalterung zum Schießen von Selfies ist auf 200-955 mm ausziehbar und hat einen integrierten Selbstauslöser, der über den Klinkenkabelanschluss angeschlossen werden kann. Durch die einklappbare Halterung kann der Artikel besonders platzsparend transportiert werden.
 
 
 
 Kunststoff, Stahl, rot, CE, Polybeutel,druckbereich=30 x 6,farbe=rot,gewicht=153,3 g,material= Kunststoff, Stahl,zolltarifnummer=85365011"
52037-WE,"beschreibung= Die Teleskopstange mit Handyhalterung zum Schießen von Selfies ist auf 200-955 mm ausziehbar und hat einen integrierten Selbstauslöser, der über den Klinkenkabelanschluss angeschlossen werden kann. Durch die einklappbare Halterung kann der Artikel besonders platzsparend transportiert werden.
 
 
 
 Kunststoff, Stahl, weiß, CE, Polybeutel,druckbereich=30 x 6,farbe=weiß,gewicht=151,6 g,material= Kunststoff, Stahl,zolltarifnummer=85365011"
52038,"beschreibung= Die Lampe ist ideal für unterwegs und hat bis zu 90 Lumen Leuchtkraft.Sie lässt sich zweistufig auf mittel und helles Licht einstellen und blinkt. Zusätzlich sind an der Seite jeweils acht rot und weiß leuchtende LEDs verbaut. Insgesamt gibt es sechs verschiedene Blink- und Leuchtfunktionen. Mit Magnet zur Befestigung auf dem Autodach.
 
 
 
 Aluminium, Kunststoff, schwarz, Batterie inklusive, CE, LED-Farbe rot, LED-Farbe weiß, Magnethalterung,druckbereich=22 x 10,farbe=schwarz,gewicht=191,3 g,material= Aluminium, Kunststoff,zolltarifnummer=85131000"
52039-GY,"beschreibung= Große Sprünge statt kleine Schritte! Unser Springseil aus PVC unterstützt sie argumentenreich bei Ihrer Werbung und macht Sie fit für den Zieleinlauf.
 
 
 
 Kunststoff, schwarz/grau,druckbereich=35 Ø,farbe=grau, schwarz/grau,gewicht=99,1 g,material= Kunststoff,zolltarifnummer=95069190"
52041-BE,"beschreibung= Für mehr Beweglichkeit und Kraft: Unsere vielseitig einsetzbare Massagerolle aus Schaumstoff ist Ihr Trainingsgerät für Rücken- und Rumpfübungen beim Yoga.
 
 
 
 Kunststoff, blau,druckbereich=90 Ø,farbe=blau,gewicht=287 g,material= Kunststoff,zolltarifnummer=39269097"
52042-GY,"beschreibung= Der stabile und leichte Yogablock ist ein perfekter Assistent, wenn es darum geht, Yogapositionen gekonnt zu halten.
 
 
 
 Kunststoff, grau,druckbereich=125 x 55,farbe=grau,gewicht=126 g,material= Kunststoff,zolltarifnummer=39269097"
